time_s,normalized_intensity,log_intensity_db,beam_wander_x_urad,beam_wander_y_urad
5.6600,0.000000,-75.989,-0.006,0.008
5.6700,0.000000,-76.181,-0.006,0.008
5.6800,0.000000,-76.573,-0.006,0.008
5.6900,0.000000,-81.564,-0.006,0.009
5.7000,0.000000,-83.190,-0.006,0.009
5.7100,0.000000,-76.217,-0.006,0.009
5.7200,0.000000,-72.679,-0.006,0.009
5.7300,0.000000,-76.402,-0.006,0.009
5.7400,0.000000,-80.589,-0.005,0.009
5.7500,0.000000,-80.121,-0.006,0.009
5.7600,0.000000,-75.705,-0.006,0.009
5.7700,0.000000,-74.961,-0.006,0.009
5.7800,0.000000,-77.327,-0.006,0.009
5.7900,0.000000,-71.022,-0.006,0.010
5.8000,0.000000,-77.672,-0.006,0.009
5.8100,0.000000,-74.506,-0.005,0.010
5.8200,0.000000,-76.075,-0.005,0.010
5.8300,0.000000,-76.507,-0.006,0.009
5.8400,0.000000,-76.238,-0.006,0.009
5.8500,0.000000,-72.915,-0.006,0.010
5.8600,0.000000,-73.413,-0.005,0.009
5.8700,0.000000,-75.630,-0.005,0.010
5.8800,0.000000,-70.019,-0.005,0.009
5.8900,0.000000,-68.077,-0.005,0.009
5.9000,0.000000,-67.529,-0.005,0.009
5.9100,0.000000,-70.948,-0.005,0.009
5.9200,0.000000,-73.817,-0.005,0.009
5.9300,0.000000,-78.553,-0.005,0.008
5.9400,0.000000,-78.392,-0.005,0.008
5.9500,0.000000,-82.193,-0.005,0.008
5.9600,0.000000,-76.280,-0.004,0.008
5.9700,0.000000,-78.374,-0.004,0.008
5.9800,0.000000,-75.615,-0.005,0.008
5.9900,0.000000,-70.632,-0.005,0.008
6.0000,0.000000,-64.415,-0.005,0.008
6.0100,0.000000,-68.191,-0.004,0.008
6.0200,0.000000,-72.934,-0.005,0.008
6.0300,0.000000,-75.225,-0.005,0.008
6.0400,0.000000,-72.707,-0.006,0.008
6.0500,0.000000,-70.794,-0.006,0.009
6.0600,0.000000,-67.037,-0.006,0.009
6.0700,0.000000,-69.387,-0.006,0.010
6.0800,0.000000,-69.006,-0.006,0.010
6.0900,0.000000,-72.912,-0.006,0.010
6.1000,0.000000,-79.936,-0.006,0.010
6.1100,0.000000,-75.128,-0.006,0.010
6.1200,0.000000,-76.352,-0.006,0.010
6.1300,0.000000,-75.043,-0.006,0.009
6.1400,0.000000,-70.607,-0.006,0.009
6.1500,0.000000,-71.114,-0.006,0.010
6.1600,0.000000,-71.260,-0.006,0.010
6.1700,0.000000,-73.437,-0.006,0.010
6.1800,0.000000,-71.310,-0.006,0.010
6.1900,0.000000,-74.632,-0.006,0.010
6.2000,0.000000,-69.527,-0.006,0.010
6.2100,0.000000,-70.379,-0.006,0.010
6.2200,0.000000,-75.335,-0.007,0.010
6.2300,0.000000,-67.299,-0.006,0.010
6.2400,0.000000,-67.994,-0.006,0.010
6.2500,0.000000,-66.666,-0.006,0.009
6.2600,0.000000,-70.737,-0.007,0.010
6.2700,0.000000,-70.814,-0.007,0.009
6.2800,0.000000,-72.668,-0.006,0.010
6.2900,0.000000,-70.905,-0.006,0.009
6.3000,0.000001,-60.933,-0.006,0.010
6.3100,0.000000,-67.509,-0.006,0.010
6.3200,0.000000,-69.223,-0.006,0.010
6.3300,0.000000,-64.524,-0.006,0.010
6.3400,0.000001,-61.820,-0.006,0.010
6.3500,0.000001,-60.209,-0.006,0.010
6.3600,0.000002,-56.202,-0.006,0.010
6.3700,0.000001,-58.450,-0.006,0.009
6.3800,0.000000,-63.626,-0.006,0.010
6.3900,0.000000,-63.619,-0.006,0.009
6.4000,0.000000,-74.297,-0.006,0.009
6.4100,0.000000,-67.634,-0.006,0.010
6.4200,0.000000,-71.662,-0.006,0.010
6.4300,0.000000,-66.519,-0.006,0.010
6.4400,0.000000,-65.608,-0.007,0.010
6.4500,0.000000,-66.763,-0.006,0.010
6.4600,0.000000,-67.572,-0.006,0.010
6.4700,0.000000,-72.203,-0.006,0.010
6.4800,0.000000,-76.493,-0.006,0.009
6.4900,0.000000,-76.706,-0.006,0.009
6.5000,0.000000,-75.971,-0.006,0.009
6.5100,0.000000,-79.558,-0.005,0.009
6.5200,0.000000,-76.174,-0.005,0.010
6.5300,0.000000,-78.619,-0.005,0.010
6.5400,0.000000,-72.755,-0.005,0.010
6.5500,0.000000,-74.480,-0.004,0.010
6.5600,0.000000,-72.968,-0.004,0.010
6.5700,0.000000,-72.594,-0.004,0.010
6.5800,0.000000,-71.581,-0.004,0.010
6.5900,0.000000,-71.546,-0.004,0.010
6.6000,0.000000,-69.224,-0.004,0.010
6.6100,0.000000,-71.012,-0.003,0.010
6.6200,0.000000,-67.751,-0.003,0.010
6.6300,0.000000,-67.030,-0.004,0.010
6.6400,0.000001,-61.633,-0.004,0.009
6.6500,0.000000,-65.169,-0.004,0.009
6.6600,0.000000,-76.303,-0.004,0.009
6.6700,0.000000,-70.217,-0.004,0.009
6.6800,0.000000,-68.277,-0.004,0.009
6.6900,0.000001,-62.257,-0.004,0.009
6.7000,0.000001,-62.342,-0.004,0.009
6.7100,0.000000,-66.710,-0.004,0.009
6.7200,0.000000,-64.254,-0.004,0.010
6.7300,0.000000,-63.440,-0.004,0.010
6.7400,0.000000,-71.628,-0.004,0.009
6.7500,0.000000,-71.531,-0.004,0.010
6.7600,0.000000,-65.244,-0.005,0.010
6.7700,0.000000,-65.069,-0.005,0.010
6.7800,0.000000,-64.465,-0.004,0.010
6.7900,0.000000,-64.002,-0.004,0.010
6.8000,0.000001,-62.514,-0.005,0.011
6.8100,0.000000,-63.175,-0.004,0.010
6.8200,0.000000,-67.283,-0.004,0.011
6.8300,0.000000,-71.064,-0.004,0.011
6.8400,0.000000,-75.389,-0.004,0.011
6.8500,0.000000,-71.568,-0.005,0.010
6.8600,0.000000,-64.965,-0.004,0.010
6.8700,0.000000,-66.193,-0.004,0.010
6.8800,0.000000,-69.906,-0.004,0.010
6.8900,0.000000,-68.621,-0.004,0.010
6.9000,0.000000,-64.749,-0.004,0.010
6.9100,0.000000,-66.506,-0.004,0.010
6.9200,0.000000,-69.072,-0.004,0.011
6.9300,0.000001,-59.901,-0.004,0.011
6.9400,0.000000,-63.534,-0.004,0.011
6.9500,0.000000,-67.838,-0.004,0.011
6.9600,0.000000,-74.292,-0.004,0.011
6.9700,0.000000,-76.409,-0.004,0.011
6.9800,0.000000,-75.317,-0.003,0.011
6.9900,0.000000,-77.302,-0.003,0.011
7.0000,0.000000,-73.498,-0.003,0.011
7.0100,0.000000,-67.350,-0.002,0.011
7.0200,0.000000,-63.074,-0.003,0.011
7.0300,0.000000,-64.143,-0.003,0.011
7.0400,0.000000,-67.855,-0.003,0.011
7.0500,0.000000,-64.766,-0.003,0.011
7.0600,0.000000,-69.144,-0.003,0.011
7.0700,0.000000,-68.261,-0.003,0.011
7.0800,0.000000,-68.975,-0.003,0.010
7.0900,0.000000,-65.361,-0.003,0.010
7.1000,0.000000,-71.582,-0.003,0.010
7.1100,0.000000,-68.861,-0.003,0.010
7.1200,0.000000,-63.941,-0.003,0.010
7.1300,0.000001,-60.352,-0.003,0.009
7.1400,0.000000,-71.742,-0.002,0.009
7.1500,0.000000,-71.742,-0.002,0.009
7.1600,0.000000,-68.298,-0.002,0.009
7.1700,0.000000,-72.809,-0.002,0.010
7.1800,0.000000,-69.941,-0.002,0.009
7.1900,0.000000,-69.281,-0.002,0.009
7.2000,0.000001,-60.908,-0.002,0.009
7.2100,0.000000,-68.373,-0.002,0.009
7.2200,0.000000,-76.120,-0.003,0.009
7.2300,0.000000,-76.151,-0.003,0.009
7.2400,0.000000,-74.706,-0.003,0.009
7.2500,0.000000,-69.911,-0.003,0.009
7.2600,0.000000,-70.608,-0.003,0.010
7.2700,0.000000,-73.767,-0.003,0.010
7.2800,0.000000,-74.643,-0.003,0.010
7.2900,0.000000,-72.999,-0.003,0.010
7.3000,0.000000,-72.546,-0.002,0.010
7.3100,0.000000,-75.560,-0.003,0.010
7.3200,0.000000,-69.436,-0.003,0.010
7.3300,0.000000,-67.570,-0.003,0.010
7.3400,0.000001,-60.871,-0.003,0.010
7.3500,0.000000,-64.535,-0.003,0.010
7.3600,0.000000,-73.894,-0.003,0.010
7.3700,0.000000,-72.723,-0.002,0.009
7.3800,0.000000,-63.329,-0.002,0.009
7.3900,0.000001,-61.123,-0.002,0.009
7.4000,0.000001,-59.140,-0.002,0.010
7.4100,0.000001,-61.157,-0.002,0.010
7.4200,0.000003,-55.704,-0.001,0.010
7.4300,0.000001,-58.720,-0.002,0.011
7.4400,0.000005,-52.771,-0.002,0.010
7.4500,0.000004,-54.237,-0.001,0.011
7.4600,0.000001,-62.548,-0.001,0.010
7.4700,0.000001,-60.212,-0.002,0.010
7.4800,0.000001,-58.822,-0.002,0.010
7.4900,0.000001,-62.662,-0.002,0.011
7.5000,0.000000,-63.570,-0.002,0.011
7.5100,0.000000,-70.672,-0.002,0.011
7.5200,0.000000,-72.401,-0.002,0.010
7.5300,0.000000,-75.702,-0.002,0.010
7.5400,0.000000,-69.916,-0.001,0.010
7.5500,0.000001,-61.230,-0.001,0.010
7.5600,0.000000,-66.254,-0.001,0.010
7.5700,0.000000,-70.388,-0.001,0.010
7.5800,0.000000,-73.800,-0.001,0.010
7.5900,0.000000,-71.212,-0.001,0.010
7.6000,0.000000,-65.051,-0.001,0.010
7.6100,0.000001,-61.116,-0.001,0.010
7.6200,0.000000,-68.023,-0.001,0.009
7.6300,0.000000,-64.566,-0.002,0.010
7.6400,0.000002,-57.893,-0.002,0.010
7.6500,0.000001,-62.316,-0.002,0.009
7.6600,0.000002,-58.128,-0.002,0.008
7.6700,0.000001,-61.019,-0.003,0.008
7.6800,0.000000,-66.807,-0.003,0.008
7.6900,0.000000,-71.039,-0.003,0.008
7.7000,0.000000,-63.895,-0.003,0.008
7.7100,0.000000,-72.926,-0.003,0.008
7.7200,0.000001,-61.143,-0.002,0.008
7.7300,0.000000,-66.620,-0.002,0.008
7.7400,0.000000,-71.254,-0.002,0.008
7.7500,0.000000,-73.090,-0.002,0.008
7.7600,0.000000,-71.347,-0.002,0.009
7.7700,0.000000,-79.544,-0.003,0.009
7.7800,0.000000,-81.663,-0.003,0.009
7.7900,0.000000,-81.744,-0.003,0.010
7.8000,0.000000,-80.760,-0.003,0.010
7.8100,0.000000,-75.620,-0.002,0.010
7.8200,0.000000,-80.249,-0.002,0.010
7.8300,0.000000,-75.219,-0.002,0.010
7.8400,0.000000,-74.811,-0.002,0.011
7.8500,0.000000,-66.872,-0.002,0.011
7.8600,0.000000,-64.619,-0.002,0.011
7.8700,0.000000,-65.488,-0.003,0.011
7.8800,0.000000,-74.128,-0.003,0.011
7.8900,0.000000,-71.250,-0.003,0.011
7.9000,0.000000,-71.133,-0.003,0.011
7.9100,0.000000,-66.361,-0.002,0.012
7.9200,0.000000,-68.803,-0.003,0.012
7.9300,0.000000,-64.187,-0.003,0.012
7.9400,0.000001,-62.319,-0.003,0.012
7.9500,0.000000,-63.519,-0.003,0.011
7.9600,0.000000,-67.388,-0.003,0.012
7.9700,0.000000,-71.391,-0.003,0.011
7.9800,0.000000,-70.008,-0.003,0.011
7.9900,0.000000,-67.595,-0.003,0.012
8.0000,0.000000,-66.832,-0.003,0.012
8.0100,0.000000,-66.988,-0.002,0.011
8.0200,0.000000,-67.390,-0.002,0.011
8.0300,0.000000,-70.032,-0.003,0.012
8.0400,0.000000,-71.879,-0.002,0.012
8.0500,0.000000,-79.729,-0.002,0.013
8.0600,0.000000,-76.866,-0.002,0.013
8.0700,0.000000,-78.246,-0.002,0.013
8.0800,0.000000,-79.863,-0.002,0.013
8.0900,0.000000,-76.334,-0.002,0.013
8.1000,0.000000,-75.004,-0.002,0.013
8.1100,0.000000,-74.067,-0.002,0.013
8.1200,0.000000,-73.919,-0.002,0.014
8.1300,0.000000,-64.299,-0.001,0.013
8.1400,0.000001,-59.935,-0.001,0.014
8.1500,0.000000,-64.310,-0.002,0.013
8.1600,0.000000,-67.885,-0.001,0.013
8.1700,0.000000,-72.035,-0.002,0.013
8.1800,0.000000,-64.507,-0.002,0.014
8.1900,0.000000,-63.325,-0.002,0.014
8.2000,0.000000,-63.889,-0.002,0.014
8.2100,0.000000,-67.936,-0.002,0.014
8.2200,0.000000,-66.841,-0.002,0.014
8.2300,0.000001,-62.501,-0.002,0.014
8.2400,0.000001,-59.025,-0.002,0.014
8.2500,0.000003,-54.888,-0.002,0.014
8.2600,0.000001,-60.457,-0.002,0.014
8.2700,0.000001,-60.179,-0.002,0.013
8.2800,0.000000,-64.605,-0.002,0.014
8.2900,0.000000,-67.796,-0.002,0.013
8.3000,0.000000,-71.321,-0.002,0.014
8.3100,0.000000,-66.976,-0.002,0.013
8.3200,0.000000,-65.193,-0.002,0.013
8.3300,0.000000,-73.179,-0.001,0.013
8.3400,0.000000,-74.727,-0.001,0.013
8.3500,0.000000,-72.240,-0.001,0.013
8.3600,0.000000,-68.823,-0.000,0.013
8.3700,0.000000,-67.031,-0.001,0.014
8.3800,0.000000,-67.977,-0.000,0.014
8.3900,0.000000,-72.529,-0.000,0.014
8.4000,0.000000,-67.141,-0.000,0.014
8.4100,0.000000,-66.569,-0.001,0.014
8.4200,0.000000,-65.401,-0.001,0.014
8.4300,0.000000,-67.996,-0.001,0.014
8.4400,0.000000,-69.457,-0.001,0.014
8.4500,0.000000,-64.401,-0.000,0.014
8.4600,0.000001,-61.895,-0.000,0.014
8.4700,0.000000,-67.184,-0.000,0.014
8.4800,0.000000,-69.954,-0.000,0.013
8.4900,0.000000,-66.913,0.001,0.013
8.5000,0.000001,-60.834,0.001,0.013
8.5100,0.000000,-63.409,0.000,0.013
8.5200,0.000000,-63.569,0.001,0.012
8.5300,0.000000,-64.415,0.001,0.012
8.5400,0.000004,-53.777,0.001,0.012
8.5500,0.000003,-54.644,0.001,0.012
8.5600,0.000001,-61.788,0.001,0.012
8.5700,0.000003,-55.103,0.001,0.012
8.5800,0.000006,-52.173,0.001,0.012
8.5900,0.000005,-53.187,0.001,0.012
8.6000,0.000001,-61.272,0.001,0.011
8.6100,0.000001,-59.641,0.001,0.012
8.6200,0.000001,-61.138,0.001,0.012
8.6300,0.000001,-59.001,0.001,0.012
8.6400,0.000001,-62.004,0.001,0.012
8.6500,0.000000,-68.258,0.000,0.012
8.6600,0.000000,-67.482,0.000,0.011
8.6700,0.000000,-63.042,0.001,0.011
8.6800,0.000004,-54.266,0.000,0.011
8.6900,0.000000,-63.823,-0.000,0.010
8.7000,0.000000,-71.826,-0.000,0.010
8.7100,0.000000,-68.129,-0.000,0.010
8.7200,0.000000,-64.906,-0.001,0.010
8.7300,0.000000,-63.152,-0.001,0.010
8.7400,0.000000,-68.570,-0.001,0.010
8.7500,0.000000,-68.118,-0.000,0.009
8.7600,0.000000,-66.730,-0.000,0.010
8.7700,0.000001,-59.087,-0.001,0.010
8.7800,0.000002,-58.209,-0.001,0.010
8.7900,0.000001,-61.698,-0.001,0.010
8.8000,0.000000,-65.443,-0.001,0.011
8.8100,0.000000,-63.228,-0.001,0.010
8.8200,0.000000,-67.903,-0.000,0.010
8.8300,0.000000,-67.627,-0.001,0.010
8.8400,0.000000,-67.277,-0.001,0.010
8.8500,0.000000,-66.758,-0.001,0.010
8.8600,0.000000,-66.749,-0.001,0.010
8.8700,0.000000,-69.733,-0.001,0.010
8.8800,0.000000,-73.610,-0.001,0.011
8.8900,0.000000,-65.982,-0.001,0.010
8.9000,0.000000,-63.749,-0.001,0.010
8.9100,0.000000,-64.053,-0.001,0.010
8.9200,0.000000,-68.767,-0.001,0.010
8.9300,0.000000,-70.370,-0.002,0.010
8.9400,0.000000,-66.188,-0.001,0.010
8.9500,0.000001,-61.350,-0.001,0.010
8.9600,0.000000,-66.731,-0.002,0.010
8.9700,0.000000,-66.891,-0.002,0.009
8.9800,0.000000,-67.782,-0.002,0.009
8.9900,0.000000,-64.195,-0.002,0.010
9.0000,0.000001,-62.251,-0.002,0.010
9.0100,0.000000,-68.740,-0.002,0.010
9.0200,0.000000,-63.391,-0.001,0.010
9.0300,0.000000,-70.759,-0.001,0.010
9.0400,0.000000,-73.299,-0.002,0.011
9.0500,0.000000,-76.585,-0.002,0.011
9.0600,0.000000,-79.440,-0.002,0.011
9.0700,0.000000,-73.287,-0.002,0.011
9.0800,0.000000,-71.562,-0.002,0.011
9.0900,0.000000,-72.771,-0.001,0.011
9.1000,0.000000,-72.014,-0.001,0.011
9.1100,0.000000,-74.556,-0.001,0.011
9.1200,0.000000,-71.741,-0.000,0.011
9.1300,0.000000,-65.590,-0.001,0.011
9.1400,0.000000,-69.869,-0.001,0.010
9.1500,0.000000,-70.652,-0.001,0.011
9.1600,0.000000,-64.181,-0.001,0.011
9.1700,0.000003,-55.923,-0.001,0.011
9.1800,0.000006,-52.574,-0.002,0.011
9.1900,0.000002,-57.741,-0.002,0.011
9.2000,0.000001,-61.002,-0.002,0.010
9.2100,0.000001,-61.045,-0.002,0.011
9.2200,0.000000,-65.604,-0.001,0.011
9.2300,0.000000,-76.192,-0.001,0.010
9.2400,0.000000,-71.573,-0.001,0.010
9.2500,0.000000,-71.702,-0.001,0.010
9.2600,0.000000,-72.098,-0.001,0.010
9.2700,0.000000,-70.243,-0.001,0.010
9.2800,0.000000,-63.667,-0.002,0.010
9.2900,0.000001,-61.560,-0.002,0.010
9.3000,0.000000,-65.631,-0.002,0.010
9.3100,0.000000,-69.807,-0.001,0.010
9.3200,0.000000,-66.029,-0.002,0.010
9.3300,0.000000,-69.984,-0.002,0.010
9.3400,0.000002,-56.626,-0.002,0.011
9.3500,0.000000,-63.927,-0.002,0.011
9.3600,0.000000,-64.046,-0.002,0.011
9.3700,0.000000,-71.624,-0.002,0.011
9.3800,0.000000,-71.155,-0.002,0.011
9.3900,0.000000,-73.037,-0.003,0.011
9.4000,0.000000,-67.427,-0.003,0.011
9.4100,0.000000,-64.542,-0.003,0.011
9.4200,0.000000,-66.570,-0.002,0.011
9.4300,0.000000,-73.923,-0.002,0.011
9.4400,0.000000,-73.673,-0.002,0.011
9.4500,0.000000,-77.809,-0.002,0.011
9.4600,0.000000,-79.456,-0.002,0.011
9.4700,0.000000,-76.700,-0.002,0.012
9.4800,0.000000,-72.956,-0.003,0.012
9.4900,0.000000,-71.526,-0.002,0.012
9.5000,0.000000,-69.268,-0.002,0.012
9.5100,0.000000,-70.142,-0.002,0.012
9.5200,0.000000,-69.271,-0.002,0.012
9.5300,0.000000,-73.206,-0.002,0.013
9.5400,0.000000,-75.319,-0.002,0.013
9.5500,0.000000,-76.787,-0.002,0.013
9.5600,0.000000,-77.223,-0.002,0.013
9.5700,0.000000,-70.408,-0.002,0.013
9.5800,0.000000,-63.538,-0.002,0.014
9.5900,0.000001,-59.633,-0.001,0.014
9.6000,0.000000,-66.596,-0.001,0.014
9.6100,0.000000,-66.297,-0.001,0.015
9.6200,0.000000,-66.128,-0.001,0.015
9.6300,0.000000,-63.286,-0.001,0.015
9.6400,0.000000,-64.095,-0.001,0.015
9.6500,0.000000,-63.579,-0.001,0.015
9.6600,0.000000,-66.794,-0.001,0.015
9.6700,0.000000,-64.668,-0.001,0.015
9.6800,0.000000,-63.727,-0.001,0.015
9.6900,0.000000,-65.872,-0.000,0.015
9.7000,0.000000,-73.211,-0.000,0.015
9.7100,0.000000,-76.926,-0.000,0.014
9.7200,0.000000,-77.974,-0.001,0.014
9.7300,0.000000,-78.572,-0.000,0.014
9.7400,0.000000,-71.124,0.000,0.014
9.7500,0.000000,-64.556,-0.000,0.014
9.7600,0.000000,-68.243,-0.001,0.014
9.7700,0.000000,-71.990,-0.001,0.014
9.7800,0.000000,-73.346,-0.001,0.014
9.7900,0.000000,-73.915,-0.001,0.014
9.8000,0.000000,-68.780,-0.001,0.014
9.8100,0.000000,-70.471,-0.001,0.014
9.8200,0.000000,-73.279,-0.002,0.013
9.8300,0.000000,-75.646,-0.002,0.014
9.8400,0.000000,-78.662,-0.002,0.014
9.8500,0.000000,-74.092,-0.002,0.014
9.8600,0.000000,-72.088,-0.002,0.014
9.8700,0.000000,-73.199,-0.001,0.014
9.8800,0.000000,-75.503,-0.001,0.014
9.8900,0.000000,-77.766,-0.001,0.014
9.9000,0.000000,-75.465,-0.001,0.014
9.9100,0.000000,-74.951,-0.001,0.014
9.9200,0.000000,-71.872,-0.001,0.014
9.9300,0.000000,-73.939,-0.001,0.014
9.9400,0.000000,-68.265,-0.001,0.015
9.9500,0.000000,-74.469,-0.001,0.015
9.9600,0.000000,-68.568,-0.001,0.015
9.9700,0.000000,-68.290,-0.001,0.014
9.9800,0.000000,-68.499,-0.002,0.014
9.9900,0.000000,-69.212,-0.002,0.014
