time_s,normalized_intensity,log_intensity_db,beam_wander_x_urad,beam_wander_y_urad
6.0800,0.763143,-1.174,0.002,0.004
6.0900,1.023977,0.103,0.002,0.004
6.1000,1.209319,0.825,0.002,0.004
6.1100,1.092398,0.384,0.002,0.004
6.1200,1.357589,1.328,0.002,0.004
6.1300,0.765340,-1.161,0.002,0.004
6.1400,1.108766,0.448,0.002,0.004
6.1500,0.889290,-0.510,0.002,0.004
6.1600,1.429441,1.552,0.002,0.004
6.1700,2.144432,3.313,0.002,0.004
6.1800,1.780659,2.506,0.002,0.004
6.1900,1.579185,1.984,0.002,0.004
6.2000,1.222764,0.873,0.002,0.004
6.2100,2.089139,3.200,0.002,0.004
6.2200,0.966486,-0.148,0.002,0.004
6.2300,1.116792,0.480,0.002,0.004
6.2400,0.681985,-1.662,0.002,0.004
6.2500,0.675695,-1.702,0.002,0.005
6.2600,0.712234,-1.474,0.002,0.004
6.2700,0.688671,-1.620,0.003,0.004
6.2800,0.733167,-1.348,0.003,0.004
6.2900,1.140662,0.572,0.003,0.004
6.3000,1.118343,0.486,0.003,0.004
6.3100,1.253517,0.981,0.003,0.004
6.3200,0.955645,-0.197,0.003,0.004
6.3300,0.811654,-0.906,0.003,0.004
6.3400,1.109820,0.453,0.003,0.004
6.3500,0.835383,-0.781,0.002,0.004
6.3600,0.798053,-0.980,0.002,0.004
6.3700,0.649678,-1.873,0.002,0.004
6.3800,0.492984,-3.072,0.002,0.004
6.3900,0.392485,-4.062,0.003,0.005
6.4000,0.605502,-2.179,0.003,0.004
6.4100,0.737773,-1.321,0.003,0.004
6.4200,0.768065,-1.146,0.003,0.004
6.4300,0.830596,-0.806,0.003,0.004
6.4400,1.285683,1.091,0.002,0.004
6.4500,1.242482,0.943,0.003,0.004
6.4600,0.858559,-0.662,0.003,0.004
6.4700,1.057635,0.243,0.003,0.004
6.4800,1.179067,0.715,0.003,0.004
6.4900,1.419703,1.522,0.003,0.005
6.5000,1.600616,2.043,0.003,0.005
6.5100,1.494875,1.746,0.003,0.005
6.5200,1.273451,1.050,0.002,0.005
6.5300,1.449809,1.613,0.002,0.005
6.5400,1.700818,2.307,0.003,0.005
6.5500,2.083986,3.189,0.003,0.005
6.5600,1.866752,2.711,0.003,0.005
6.5700,2.083136,3.187,0.003,0.005
6.5800,2.333912,3.681,0.003,0.005
6.5900,3.153061,4.987,0.003,0.005
6.6000,3.250454,5.119,0.003,0.005
6.6100,2.423181,3.844,0.003,0.005
6.6200,1.621123,2.098,0.003,0.005
6.6300,1.137414,0.559,0.003,0.005
6.6400,1.224168,0.878,0.003,0.005
6.6500,2.061221,3.141,0.003,0.005
6.6600,1.548259,1.898,0.003,0.005
6.6700,1.460719,1.646,0.003,0.005
6.6800,2.059470,3.138,0.003,0.005
6.6900,1.508479,1.785,0.003,0.005
6.7000,1.054710,0.231,0.003,0.005
6.7100,0.936581,-0.285,0.003,0.005
6.7200,0.706103,-1.511,0.003,0.005
6.7300,0.664016,-1.778,0.003,0.005
6.7400,0.490529,-3.093,0.003,0.005
6.7500,0.573114,-2.418,0.003,0.005
6.7600,0.387840,-4.113,0.003,0.005
6.7700,0.835389,-0.781,0.003,0.005
6.7800,0.901008,-0.453,0.003,0.005
6.7900,0.715604,-1.453,0.003,0.005
6.8000,0.476086,-3.223,0.003,0.005
6.8100,0.475189,-3.231,0.003,0.005
6.8200,0.389386,-4.096,0.003,0.005
6.8300,0.572261,-2.424,0.003,0.005
6.8400,0.709646,-1.490,0.003,0.005
6.8500,0.878383,-0.563,0.003,0.005
6.8600,0.647476,-1.888,0.003,0.005
6.8700,0.272801,-5.642,0.003,0.005
6.8800,0.221094,-6.554,0.003,0.005
6.8900,0.217093,-6.634,0.003,0.005
6.9000,0.222489,-6.527,0.003,0.005
6.9100,0.125777,-9.004,0.003,0.005
6.9200,0.114597,-9.408,0.003,0.005
6.9300,0.131781,-8.801,0.003,0.005
6.9400,0.190657,-7.197,0.003,0.005
6.9500,0.262225,-5.813,0.003,0.005
6.9600,0.234003,-6.308,0.003,0.005
6.9700,0.284049,-5.466,0.003,0.005
6.9800,0.428564,-3.680,0.003,0.005
6.9900,0.361928,-4.414,0.003,0.005
7.0000,0.436775,-3.597,0.003,0.005
7.0100,0.510010,-2.924,0.003,0.005
7.0200,0.369566,-4.323,0.003,0.005
7.0300,0.624853,-2.042,0.003,0.005
7.0400,0.528099,-2.773,0.003,0.005
7.0500,0.574625,-2.406,0.003,0.005
7.0600,0.840509,-0.755,0.003,0.005
7.0700,0.678392,-1.685,0.003,0.005
7.0800,0.707543,-1.502,0.003,0.005
7.0900,0.406993,-3.904,0.003,0.005
7.1000,0.262815,-5.803,0.003,0.005
7.1100,0.634111,-1.978,0.003,0.005
7.1200,0.519880,-2.841,0.003,0.005
7.1300,0.685186,-1.642,0.003,0.005
7.1400,0.663829,-1.779,0.003,0.005
7.1500,0.508785,-2.935,0.003,0.005
7.1600,0.795031,-0.996,0.003,0.005
7.1700,1.489482,1.730,0.003,0.005
7.1800,1.436446,1.573,0.003,0.005
7.1900,1.022073,0.095,0.003,0.005
7.2000,0.942452,-0.257,0.003,0.004
7.2100,0.890793,-0.502,0.003,0.004
7.2200,1.412036,1.498,0.003,0.004
7.2300,1.840475,2.649,0.003,0.004
7.2400,2.539143,4.047,0.003,0.004
7.2500,2.186946,3.398,0.003,0.004
7.2600,1.690251,2.280,0.003,0.004
7.2700,1.781935,2.509,0.003,0.004
7.2800,1.114265,0.470,0.003,0.004
7.2900,1.754963,2.443,0.003,0.004
7.3000,1.438307,1.579,0.003,0.004
7.3100,0.869405,-0.608,0.003,0.004
7.3200,0.810851,-0.911,0.003,0.004
7.3300,0.812471,-0.902,0.003,0.004
7.3400,0.887233,-0.520,0.003,0.005
7.3500,0.839525,-0.760,0.003,0.005
7.3600,0.640986,-1.932,0.003,0.005
7.3700,0.781005,-1.073,0.003,0.005
7.3800,0.575429,-2.400,0.003,0.005
7.3900,0.644973,-1.905,0.003,0.005
7.4000,0.663169,-1.784,0.003,0.005
7.4100,0.445139,-3.515,0.003,0.005
7.4200,0.460468,-3.368,0.004,0.005
7.4300,0.521031,-2.831,0.003,0.005
7.4400,0.783724,-1.058,0.004,0.005
7.4500,1.232497,0.908,0.003,0.005
7.4600,1.941521,2.881,0.003,0.005
7.4700,1.964636,2.933,0.004,0.005
7.4800,1.995042,3.000,0.004,0.005
7.4900,1.555427,1.918,0.004,0.005
7.5000,1.692908,2.286,0.004,0.005
7.5100,1.551265,1.907,0.004,0.005
7.5200,1.718276,2.351,0.004,0.005
7.5300,2.549345,4.064,0.003,0.005
7.5400,2.041944,3.100,0.003,0.005
7.5500,1.461712,1.649,0.003,0.005
7.5600,0.947862,-0.233,0.004,0.005
7.5700,0.832299,-0.797,0.003,0.005
7.5800,0.514329,-2.888,0.003,0.005
7.5900,0.347732,-4.588,0.004,0.005
7.6000,0.347949,-4.585,0.003,0.005
7.6100,0.373198,-4.281,0.003,0.005
7.6200,0.588711,-2.301,0.003,0.005
7.6300,0.845973,-0.726,0.003,0.005
7.6400,1.264660,1.020,0.003,0.005
7.6500,1.259143,1.001,0.003,0.005
7.6600,1.256212,0.991,0.003,0.005
7.6700,1.068229,0.287,0.003,0.005
7.6800,1.056021,0.237,0.003,0.005
7.6900,1.108564,0.448,0.003,0.005
7.7000,1.403045,1.471,0.003,0.005
7.7100,0.864066,-0.635,0.003,0.005
7.7200,0.778344,-1.088,0.003,0.005
7.7300,0.927232,-0.328,0.003,0.005
7.7400,0.970846,-0.128,0.003,0.005
7.7500,1.361252,1.339,0.003,0.005
7.7600,0.840359,-0.755,0.003,0.005
7.7700,0.732262,-1.353,0.003,0.005
7.7800,0.628436,-2.017,0.003,0.005
7.7900,0.917233,-0.375,0.003,0.005
7.8000,1.148731,0.602,0.003,0.005
7.8100,0.777574,-1.093,0.003,0.005
7.8200,0.690511,-1.608,0.003,0.005
7.8300,0.315496,-5.010,0.003,0.005
7.8400,0.404416,-3.932,0.003,0.005
7.8500,0.294807,-5.305,0.003,0.005
7.8600,0.373401,-4.278,0.003,0.005
7.8700,0.462852,-3.346,0.003,0.005
7.8800,0.521350,-2.829,0.004,0.005
7.8900,0.483244,-3.158,0.004,0.005
7.9000,0.264789,-5.771,0.004,0.005
7.9100,0.402427,-3.953,0.004,0.005
7.9200,0.442906,-3.537,0.004,0.005
7.9300,0.216710,-6.641,0.004,0.005
7.9400,0.215294,-6.670,0.004,0.005
7.9500,0.216635,-6.643,0.004,0.005
7.9600,0.263813,-5.787,0.004,0.005
7.9700,0.535389,-2.713,0.004,0.005
7.9800,0.686558,-1.633,0.004,0.005
7.9900,1.159152,0.641,0.004,0.005
8.0000,1.172658,0.692,0.004,0.006
8.0100,1.616043,2.085,0.004,0.006
8.0200,1.701085,2.307,0.004,0.006
8.0300,3.243454,5.110,0.004,0.006
8.0400,1.583289,1.996,0.004,0.006
8.0500,1.649228,2.173,0.004,0.006
8.0600,1.540478,1.877,0.004,0.006
8.0700,1.537390,1.868,0.004,0.005
8.0800,2.258752,3.539,0.004,0.006
8.0900,1.108586,0.448,0.004,0.006
8.1000,1.227532,0.890,0.004,0.006
8.1100,0.929665,-0.317,0.004,0.006
8.1200,0.677391,-1.692,0.004,0.006
8.1300,0.520960,-2.832,0.004,0.006
8.1400,0.281207,-5.510,0.004,0.006
8.1500,0.156911,-8.043,0.004,0.006
8.1600,0.201449,-6.958,0.004,0.006
8.1700,0.167216,-7.767,0.004,0.006
8.1800,0.238181,-6.231,0.004,0.006
8.1900,0.278423,-5.553,0.004,0.006
8.2000,0.175741,-7.551,0.004,0.006
8.2100,0.224836,-6.481,0.004,0.006
8.2200,0.224373,-6.490,0.003,0.006
8.2300,0.305243,-5.154,0.003,0.006
8.2400,0.405374,-3.921,0.003,0.006
8.2500,0.476405,-3.220,0.003,0.006
8.2600,0.622409,-2.059,0.003,0.006
8.2700,0.707518,-1.503,0.003,0.006
8.2800,1.626057,2.111,0.004,0.006
8.2900,1.844862,2.660,0.004,0.006
8.3000,1.042120,0.179,0.004,0.006
8.3100,0.871144,-0.599,0.004,0.007
8.3200,1.122910,0.503,0.004,0.007
8.3300,1.206171,0.814,0.003,0.007
8.3400,1.444304,1.597,0.003,0.007
8.3500,1.221050,0.867,0.003,0.007
8.3600,0.841721,-0.748,0.003,0.007
8.3700,0.778336,-1.088,0.003,0.007
8.3800,0.887288,-0.519,0.003,0.007
8.3900,0.809878,-0.916,0.003,0.007
8.4000,1.624503,2.107,0.003,0.007
8.4100,1.660822,2.203,0.003,0.007
8.4200,2.389192,3.783,0.003,0.007
8.4300,1.526156,1.836,0.003,0.007
8.4400,1.155820,0.629,0.003,0.007
8.4500,0.934653,-0.293,0.003,0.007
8.4600,1.549095,1.901,0.003,0.007
8.4700,1.296479,1.128,0.003,0.007
8.4800,1.664730,2.213,0.003,0.007
8.4900,1.723425,2.364,0.003,0.007
8.5000,3.195440,5.045,0.003,0.007
8.5100,2.282604,3.584,0.003,0.007
8.5200,3.416727,5.336,0.003,0.007
8.5300,3.028863,4.813,0.003,0.007
8.5400,4.682667,6.705,0.003,0.007
8.5500,3.291993,5.175,0.003,0.007
8.5600,2.150380,3.325,0.003,0.007
8.5700,2.855220,4.556,0.003,0.007
8.5800,3.608560,5.573,0.002,0.007
8.5900,3.159666,4.996,0.002,0.007
8.6000,3.417419,5.337,0.002,0.007
8.6100,2.852081,4.552,0.002,0.007
8.6200,1.838144,2.644,0.002,0.007
8.6300,1.268351,1.032,0.002,0.007
8.6400,1.312922,1.182,0.002,0.007
8.6500,1.572695,1.966,0.002,0.007
8.6600,1.153090,0.619,0.002,0.007
8.6700,1.626166,2.112,0.002,0.007
8.6800,1.741773,2.410,0.002,0.007
8.6900,1.393398,1.441,0.002,0.007
8.7000,1.745672,2.420,0.002,0.007
8.7100,1.193923,0.770,0.002,0.008
8.7200,2.417499,3.834,0.002,0.007
8.7300,1.747830,2.425,0.002,0.008
8.7400,1.412951,1.501,0.002,0.008
8.7500,1.283095,1.083,0.002,0.008
8.7600,1.421545,1.528,0.002,0.008
8.7700,1.467753,1.667,0.002,0.008
8.7800,0.745616,-1.275,0.002,0.008
8.7900,0.711902,-1.476,0.002,0.008
8.8000,0.767019,-1.152,0.002,0.008
8.8100,0.590203,-2.290,0.002,0.008
8.8200,0.668016,-1.752,0.002,0.008
8.8300,0.588683,-2.301,0.002,0.008
8.8400,0.440741,-3.558,0.003,0.008
8.8500,0.416830,-3.800,0.003,0.008
8.8600,0.588307,-2.304,0.002,0.008
8.8700,0.983512,-0.072,0.002,0.008
8.8800,1.208961,0.824,0.002,0.008
8.8900,0.490568,-3.093,0.002,0.008
8.9000,0.602870,-2.198,0.002,0.008
8.9100,0.487868,-3.117,0.003,0.007
8.9200,0.729251,-1.371,0.003,0.007
8.9300,1.437020,1.575,0.003,0.007
8.9400,0.968153,-0.141,0.003,0.007
8.9500,0.678895,-1.682,0.002,0.007
8.9600,0.552219,-2.579,0.003,0.007
8.9700,0.392543,-4.061,0.003,0.007
8.9800,0.221623,-6.544,0.003,0.007
8.9900,0.215720,-6.661,0.003,0.007
9.0000,0.191225,-7.185,0.003,0.007
9.0100,0.222373,-6.529,0.003,0.007
9.0200,0.390050,-4.089,0.003,0.007
9.0300,0.383039,-4.168,0.003,0.007
9.0400,0.343056,-4.646,0.002,0.007
9.0500,0.354697,-4.501,0.002,0.007
9.0600,0.501292,-2.999,0.002,0.007
9.0700,0.624263,-2.046,0.002,0.007
9.0800,0.508489,-2.937,0.002,0.007
9.0900,0.247811,-6.059,0.002,0.007
9.1000,0.296417,-5.281,0.003,0.007
9.1100,0.322633,-4.913,0.003,0.007
9.1200,0.427840,-3.687,0.003,0.007
9.1300,0.382943,-4.169,0.003,0.007
9.1400,0.481353,-3.175,0.003,0.007
9.1500,0.529543,-2.761,0.003,0.006
9.1600,0.610211,-2.145,0.003,0.007
9.1700,0.651140,-1.863,0.003,0.007
9.1800,0.719166,-1.432,0.003,0.007
9.1900,0.572768,-2.420,0.003,0.006
9.2000,0.912181,-0.399,0.003,0.006
9.2100,1.210582,0.830,0.003,0.006
9.2200,0.890398,-0.504,0.003,0.006
9.2300,1.361046,1.339,0.003,0.006
9.2400,1.722426,2.361,0.003,0.006
9.2500,1.429667,1.552,0.003,0.006
9.2600,1.450859,1.616,0.003,0.006
9.2700,1.586153,2.003,0.003,0.006
9.2800,1.200400,0.793,0.003,0.006
9.2900,0.998295,-0.007,0.003,0.006
9.3000,0.696089,-1.573,0.003,0.006
9.3100,0.562092,-2.502,0.003,0.006
9.3200,0.982058,-0.079,0.002,0.006
9.3300,0.862795,-0.641,0.002,0.006
9.3400,0.761055,-1.186,0.002,0.006
9.3500,0.704136,-1.523,0.002,0.006
9.3600,0.897215,-0.471,0.002,0.006
9.3700,1.040626,0.173,0.002,0.006
9.3800,0.957986,-0.186,0.002,0.006
9.3900,0.787707,-1.036,0.002,0.006
9.4000,1.081064,0.339,0.002,0.006
9.4100,1.244596,0.950,0.002,0.006
9.4200,1.880085,2.742,0.002,0.006
9.4300,1.797245,2.546,0.002,0.006
9.4400,1.343383,1.282,0.002,0.006
9.4500,1.714790,2.342,0.002,0.006
9.4600,2.431724,3.859,0.002,0.006
9.4700,3.019089,4.799,0.002,0.006
9.4800,2.989989,4.757,0.002,0.006
9.4900,1.918173,2.829,0.002,0.006
9.5000,2.207321,3.439,0.002,0.006
9.5100,2.128439,3.281,0.002,0.006
9.5200,1.621942,2.100,0.002,0.006
9.5300,1.468292,1.668,0.002,0.006
9.5400,1.266171,1.025,0.002,0.006
9.5500,1.225047,0.882,0.002,0.006
9.5600,1.672414,2.233,0.002,0.006
9.5700,1.250817,0.972,0.002,0.006
9.5800,0.689783,-1.613,0.002,0.006
9.5900,0.805264,-0.941,0.002,0.006
9.6000,0.528237,-2.772,0.002,0.006
9.6100,0.397904,-4.002,0.002,0.006
9.6200,0.399303,-3.987,0.002,0.005
9.6300,0.369962,-4.318,0.002,0.005
9.6400,0.396239,-4.020,0.002,0.005
9.6500,0.353399,-4.517,0.002,0.005
9.6600,0.526762,-2.784,0.002,0.005
9.6700,0.579171,-2.372,0.002,0.005
9.6800,0.726875,-1.385,0.002,0.005
9.6900,0.702340,-1.535,0.002,0.005
9.7000,0.899070,-0.462,0.003,0.005
9.7100,0.920803,-0.358,0.002,0.005
9.7200,0.903394,-0.441,0.002,0.005
9.7300,0.627772,-2.022,0.003,0.005
9.7400,0.621239,-2.067,0.002,0.005
9.7500,0.611995,-2.133,0.003,0.005
9.7600,0.632720,-1.988,0.002,0.005
9.7700,0.967617,-0.143,0.002,0.005
9.7800,1.358879,1.332,0.003,0.005
9.7900,0.709624,-1.490,0.002,0.005
9.8000,0.559183,-2.524,0.003,0.005
9.8100,0.625201,-2.040,0.003,0.005
9.8200,0.585555,-2.324,0.003,0.006
9.8300,0.566101,-2.471,0.002,0.005
9.8400,0.503961,-2.976,0.002,0.005
9.8500,0.923630,-0.345,0.002,0.006
9.8600,1.036020,0.154,0.002,0.005
9.8700,1.012333,0.053,0.002,0.005
9.8800,1.289356,1.104,0.002,0.005
9.8900,1.176279,0.705,0.002,0.005
9.9000,0.920503,-0.360,0.002,0.005
9.9100,0.640617,-1.934,0.002,0.005
9.9200,0.787881,-1.035,0.002,0.005
9.9300,0.511083,-2.915,0.002,0.005
9.9400,0.479842,-3.189,0.003,0.005
9.9500,0.615038,-2.111,0.002,0.005
9.9600,0.619119,-2.082,0.002,0.005
9.9700,0.643049,-1.918,0.002,0.005
9.9800,0.676562,-1.697,0.002,0.005
9.9900,0.846810,-0.722,0.002,0.005
