hour,visibility_km,rain_rate_mmhr,temperature_c,wind_speed_mps
1976,22.43,0.0,26.2,8.7
1977,14.61,0.0,28.2,8.9
1978,8.41,0.0,26.4,4.5
1979,11.50,0.0,30.8,2.5
1980,16.78,0.0,31.3,8.3
1981,12.83,0.0,31.5,6.3
1982,23.38,0.0,32.1,2.5
1983,7.76,0.0,30.1,3.9
1984,6.20,0.0,28.3,2.4
1985,7.71,0.0,26.5,1.4
1986,9.53,0.0,28.9,2.5
1987,13.20,0.0,24.1,1.2
1988,9.99,0.0,26.1,5.9
1989,5.98,0.0,20.5,4.6
1990,5.41,0.0,20.2,2.7
1991,5.66,0.0,21.3,6.9
1992,10.25,0.0,15.5,1.9
1993,7.49,0.0,19.8,9.4
1994,9.68,0.0,22.5,3.4
1995,27.02,0.0,20.9,5.8
1996,6.04,0.0,22.5,2.4
1997,14.58,0.0,21.4,4.8
1998,5.98,0.0,24.4,4.2
1999,5.47,0.0,25.1,3.8
2000,15.22,0.0,28.7,3.4
2001,18.26,0.0,29.8,5.7
2002,19.56,0.0,28.2,2.6
2003,23.73,0.0,28.5,1.4
2004,10.95,0.0,32.4,4.3
2005,14.37,0.0,27.9,8.5
2006,9.67,0.0,30.6,1.6
2007,26.46,0.0,28.7,4.7
2008,7.05,0.0,29.2,4.5
2009,16.45,0.0,26.7,6.2
2010,6.43,0.0,24.3,4.7
2011,13.01,0.0,22.0,3.0
2012,4.65,0.0,20.9,1.7
2013,13.96,0.0,19.7,4.7
2014,39.82,0.0,20.6,3.0
2015,8.71,0.0,21.5,2.7
2016,10.53,0.0,18.7,4.7
2017,20.49,0.0,18.7,2.3
2018,12.51,0.0,21.0,4.8
2019,25.36,0.0,23.7,6.2
2020,15.43,0.0,23.8,1.8
2021,20.60,0.0,23.7,8.0
2022,3.72,0.0,23.6,4.4
2023,12.87,0.0,26.5,8.3
2024,6.27,0.0,28.9,3.7
2025,9.61,0.0,29.5,13.5
2026,15.79,0.0,29.8,10.8
2027,10.61,0.0,31.6,4.5
2028,7.61,0.0,32.4,4.1
2029,25.85,0.0,31.2,1.1
2030,22.29,0.0,26.5,4.0
2031,5.35,0.0,30.1,5.3
2032,19.25,0.0,27.4,4.4
2033,13.49,0.0,26.6,5.0
2034,14.03,0.0,24.8,6.0
2035,30.98,0.0,22.8,3.7
2036,13.37,0.0,19.1,5.1
2037,18.70,0.0,22.1,3.1
2038,13.85,0.0,18.9,2.2
2039,13.90,0.0,21.1,12.2
2040,6.99,0.0,19.6,2.2
2041,45.00,0.0,22.0,3.8
2042,1.92,0.0,23.5,7.0
2043,7.88,0.0,21.4,3.8
2044,9.09,8.6,21.9,6.3
2045,21.01,8.6,22.8,8.5
2046,5.22,0.0,25.9,4.7
2047,10.96,0.0,25.6,5.9
2048,19.53,0.0,27.7,6.3
2049,5.87,0.0,27.3,2.7
2050,11.22,0.0,29.6,1.9
2051,11.01,0.0,32.5,15.0
2052,8.51,0.0,29.1,5.8
2053,12.45,0.0,30.1,2.7
2054,9.44,0.0,30.3,15.7
2055,21.77,0.0,30.7,1.8
2056,16.74,0.0,29.4,2.7
2057,10.91,0.0,27.6,3.4
2058,12.67,0.0,25.8,8.1
2059,9.65,0.0,28.2,3.5
2060,27.17,0.0,23.8,4.2
2061,15.98,0.0,22.1,2.1
2062,11.20,0.0,22.7,4.1
2063,15.85,0.0,21.3,3.8
2064,37.84,0.0,24.1,1.7
2065,8.07,0.0,19.6,3.7
2066,20.71,0.0,20.8,2.6
2067,15.62,0.0,19.7,10.6
2068,10.70,0.0,22.6,5.3
2069,7.86,0.0,22.2,10.8
2070,20.40,0.0,25.4,1.4
2071,14.50,0.0,25.5,2.4
2072,28.97,0.0,28.9,2.9
2073,24.55,0.0,28.1,2.8
2074,14.59,0.0,30.7,5.4
2075,7.90,0.0,29.8,3.8
2076,41.79,0.0,32.1,2.4
2077,8.40,0.0,30.0,24.7
2078,20.05,0.0,29.0,5.0
2079,4.21,0.0,26.1,1.3
2080,31.26,0.0,25.8,6.9
2081,3.60,0.0,27.7,18.9
2082,10.09,0.0,23.4,6.9
2083,6.44,0.0,25.4,2.4
2084,28.14,0.0,22.1,3.4
2085,7.80,0.0,21.7,7.3
2086,16.73,0.0,21.8,2.5
2087,14.30,0.0,22.1,4.1
2088,5.12,0.0,18.1,2.6
2089,22.59,0.0,18.4,6.4
2090,12.07,0.0,20.6,7.3
2091,30.10,0.0,23.6,9.9
2092,17.60,0.0,22.9,8.2
2093,7.72,0.0,25.8,10.5
2094,10.80,0.0,22.8,11.9
2095,10.61,0.0,25.8,1.9
2096,19.43,0.0,27.9,2.8
2097,19.05,0.0,27.3,2.6
2098,8.13,0.0,27.9,4.9
2099,21.51,0.0,29.0,3.1
2100,15.55,0.0,29.8,3.6
2101,18.20,0.0,28.5,8.5
2102,16.62,0.0,31.5,6.2
2103,20.03,0.0,29.2,3.3
2104,6.96,0.0,28.3,7.2
2105,13.65,0.0,27.1,5.3
2106,22.30,0.0,27.7,5.3
2107,23.79,0.0,27.1,6.7
2108,23.77,0.0,22.5,1.0
2109,7.16,0.0,22.6,2.6
2110,42.39,0.0,20.6,2.4
2111,35.13,0.0,21.9,4.6
2112,7.25,0.0,22.5,7.1
2113,10.18,0.0,20.5,3.3
2114,18.38,0.0,22.5,2.6
2115,7.90,0.0,21.4,1.2
2116,17.27,0.0,24.6,5.6
2117,13.83,0.0,22.8,2.2
2118,26.40,0.0,23.8,5.4
2119,15.77,0.0,27.6,2.6
2120,3.60,0.0,29.6,6.3
2121,20.44,0.0,29.9,5.6
2122,25.48,0.0,31.3,1.5
2123,11.73,0.0,29.0,7.6
2124,13.31,0.0,30.3,5.4
2125,13.34,0.0,27.9,8.6
2126,8.57,0.0,28.0,1.9
2127,45.00,0.0,31.1,2.3
2128,7.62,0.0,27.4,3.6
2129,21.26,0.0,29.5,4.1
2130,21.20,0.0,25.7,3.8
2131,9.26,0.0,23.8,1.4
2132,6.95,0.0,22.6,5.3
2133,11.43,0.0,23.4,3.8
2134,18.51,0.0,20.9,3.6
2135,14.64,0.0,20.7,4.5
2136,36.22,0.0,20.9,5.2
2137,8.56,0.0,18.6,4.2
2138,8.69,0.0,21.3,2.5
2139,20.68,0.0,21.9,2.0
2140,4.48,0.0,23.7,7.6
2141,8.69,0.0,25.7,2.5
2142,11.26,0.0,25.1,2.1
2143,12.08,0.0,27.5,4.5
2144,8.98,0.0,25.9,6.0
2145,4.08,0.0,32.0,9.6
2146,28.47,0.0,32.1,2.6
2147,27.58,0.0,29.8,2.9
2148,4.49,0.0,30.7,5.1
2149,18.25,0.0,27.1,6.6
2150,11.23,0.0,30.8,3.2
2151,17.04,0.0,27.9,6.6
2152,14.42,0.0,25.6,3.1
2153,5.08,0.0,27.3,4.8
2154,19.71,0.0,24.2,2.0
2155,8.75,0.0,22.7,5.8
2156,2.57,0.0,24.2,6.1
2157,13.73,0.0,24.4,5.1
2158,4.77,0.0,21.6,1.5
2159,24.21,0.0,22.6,3.5
2160,10.23,0.0,20.0,5.6
2161,12.77,0.0,21.6,2.8
2162,16.64,0.0,21.6,9.2
2163,12.97,0.0,22.7,17.6
2164,8.55,0.0,21.6,2.6
2165,23.99,0.0,20.6,6.5
2166,11.41,0.0,27.6,4.1
2167,6.21,0.0,26.5,5.9
2168,15.07,0.0,25.3,4.2
2169,11.61,0.0,29.1,4.0
2170,12.02,0.0,30.5,3.4
2171,13.14,0.0,30.5,6.1
2172,12.60,0.0,31.0,1.8
2173,29.21,0.0,30.5,2.9
2174,7.53,0.0,29.4,4.7
2175,3.50,0.0,29.4,3.1
2176,12.19,0.0,27.9,9.4
2177,20.07,0.0,27.2,6.2
2178,4.77,0.0,26.2,2.4
2179,15.16,0.0,25.2,3.8
2180,5.24,0.0,22.4,7.2
2181,20.21,0.0,23.1,5.4
2182,12.26,0.0,21.9,4.2
2183,7.19,0.0,22.6,4.1
2184,4.65,0.0,20.9,9.1
2185,45.00,0.0,22.3,2.0
2186,45.00,0.0,18.0,13.5
2187,6.38,0.0,20.5,5.1
2188,6.29,0.0,24.8,12.5
2189,12.77,0.0,24.8,4.4
2190,9.67,0.0,24.0,20.0
2191,10.02,0.0,27.2,3.1
2192,14.44,0.0,29.7,4.7
2193,38.50,0.0,27.3,7.3
2194,27.58,0.0,30.4,7.2
2195,10.05,0.0,33.8,2.7
2196,18.79,0.0,29.4,1.9
2197,4.02,0.0,29.1,2.7
2198,13.22,0.0,26.3,3.9
2199,10.57,0.0,28.6,4.1
2200,21.72,0.0,29.5,4.8
2201,17.69,0.0,26.2,6.9
2202,14.66,0.0,29.6,4.2
2203,16.06,0.0,29.5,1.4
2204,9.39,0.0,25.9,8.0
2205,21.77,0.0,21.1,9.0
2206,16.06,0.0,21.8,5.4
2207,11.05,0.0,20.0,3.8
2208,12.93,0.0,19.7,5.2
2209,20.22,0.0,21.4,9.0
2210,21.40,0.0,19.8,2.3
2211,9.92,0.0,19.3,3.1
2212,7.13,0.0,21.1,3.1
2213,9.27,0.0,24.8,2.3
2214,9.56,0.0,28.5,22.2
2215,13.12,0.0,28.4,4.8
2216,24.99,0.0,28.0,2.3
2217,9.19,0.0,30.4,2.0
2218,15.38,0.0,29.9,7.4
2219,10.91,0.0,32.1,8.9
2220,12.32,0.0,31.9,7.9
2221,14.61,0.0,27.0,13.8
2222,25.05,0.0,29.1,3.4
2223,14.13,0.0,30.3,2.1
2224,2.59,0.0,29.5,21.0
2225,10.81,0.0,26.3,3.0
2226,31.23,0.0,22.5,6.6
2227,24.17,0.0,24.8,2.7
2228,19.58,0.0,20.9,8.5
2229,24.72,0.0,21.0,2.1
2230,19.97,0.0,23.5,20.9
2231,24.43,0.0,20.2,5.7
2232,6.23,0.0,19.7,2.0
2233,11.75,0.0,20.7,1.3
2234,13.31,0.0,22.8,4.3
2235,12.58,0.0,21.9,8.7
2236,8.62,0.0,25.5,3.4
2237,13.30,0.0,23.1,9.7
2238,4.39,0.0,24.2,2.4
2239,15.99,0.0,27.8,7.1
2240,8.13,0.0,27.2,3.8
2241,3.30,0.0,30.0,6.9
2242,12.30,0.0,33.6,2.7
2243,30.84,0.0,28.7,3.2
2244,3.89,0.0,31.3,2.0
2245,10.53,0.0,32.0,9.0
2246,4.60,0.0,29.1,3.3
2247,14.21,0.0,29.4,3.3
2248,20.55,0.0,24.9,3.3
2249,7.50,0.0,27.1,6.2
2250,9.45,0.0,24.3,1.2
2251,11.14,0.0,23.1,2.1
2252,25.63,0.0,23.0,10.1
2253,5.27,0.0,21.6,5.1
2254,9.28,0.0,19.6,3.1
2255,31.26,0.0,23.3,7.6
2256,7.87,0.0,21.1,5.1
2257,9.61,0.0,21.6,10.1
2258,13.57,0.0,20.7,3.1
2259,45.00,0.0,22.2,2.8
2260,6.23,0.0,20.2,2.0
2261,19.17,0.0,22.9,8.6
2262,5.97,0.0,28.1,8.5
2263,6.66,0.0,28.1,6.8
2264,8.95,0.0,27.6,2.5
2265,16.10,0.0,30.0,1.9
2266,8.76,0.0,27.6,7.7
2267,13.19,0.0,30.1,5.2
2268,7.92,0.0,30.9,2.6
2269,12.79,0.0,31.9,6.5
2270,5.59,0.0,29.0,13.8
2271,5.68,0.0,29.5,3.6
2272,8.95,0.0,28.0,4.3
2273,17.58,0.0,27.7,7.9
2274,13.68,0.0,26.2,9.4
2275,7.66,0.0,24.5,4.6
2276,6.18,0.0,23.9,1.6
2277,22.65,0.0,21.5,8.5
2278,27.60,0.0,20.8,3.0
2279,16.52,0.0,18.7,5.8
2280,15.08,0.0,22.0,8.9
2281,3.38,0.0,20.9,6.8
2282,17.40,0.0,20.0,4.8
2283,31.60,0.0,21.2,4.4
2284,23.18,0.0,25.9,2.9
2285,22.44,0.0,24.2,5.2
2286,4.51,0.0,26.6,2.4
2287,7.98,0.0,26.5,7.4
2288,11.17,0.0,26.7,7.8
2289,7.95,0.0,29.5,4.3
2290,6.07,0.0,31.9,2.9
2291,15.67,0.0,33.0,1.6
2292,22.15,0.0,33.0,2.7
2293,5.27,0.0,31.8,2.9
2294,22.71,0.0,31.1,4.7
2295,13.93,0.0,28.1,2.6
2296,32.26,0.0,28.6,7.6
2297,19.63,0.0,28.8,10.6
2298,13.17,0.0,28.1,4.8
2299,13.23,0.0,24.6,2.0
2300,12.20,0.0,22.9,1.2
2301,36.28,0.0,21.1,4.6
2302,17.59,0.0,21.7,3.5
2303,9.77,0.0,22.9,2.4
2304,17.14,0.0,20.3,3.8
2305,16.11,0.0,22.2,19.4
2306,9.45,0.0,23.4,13.3
2307,7.45,0.0,21.9,12.9
2308,24.76,0.0,23.2,3.4
2309,10.41,0.0,26.6,3.8
2310,10.06,0.0,26.6,8.1
2311,17.27,0.0,29.8,4.6
2312,8.93,0.0,28.6,6.4
2313,13.97,0.0,31.3,2.1
2314,9.70,0.0,28.6,5.8
2315,2.59,0.0,32.0,1.8
2316,15.36,0.0,30.5,1.1
2317,14.25,0.0,29.0,3.6
2318,15.06,0.0,29.7,7.9
2319,3.51,0.0,29.4,5.6
2320,5.42,0.0,29.4,4.0
2321,24.47,0.0,27.2,1.3
2322,12.73,0.0,23.2,1.7
2323,3.91,0.0,24.3,3.8
2324,12.82,0.0,23.6,3.6
2325,4.75,0.0,23.5,4.3
2326,8.64,0.0,23.1,13.2
2327,14.18,0.0,20.2,4.9
2328,14.20,0.0,20.0,10.0
2329,22.29,0.0,20.1,2.9
2330,16.11,0.0,20.3,1.2
2331,16.73,0.0,20.1,8.5
2332,9.69,0.0,24.3,9.9
2333,7.31,0.0,28.7,10.8
2334,12.55,0.0,27.4,2.5
2335,22.47,0.0,28.9,3.2
2336,20.00,0.0,29.3,3.2
2337,10.80,0.0,27.6,6.1
2338,11.75,0.0,30.0,2.5
2339,7.09,0.0,32.0,5.5
2340,24.30,0.0,29.2,7.8
2341,32.11,0.0,30.2,6.9
2342,15.86,0.0,28.5,2.5
2343,4.57,0.0,28.9,8.0
2344,18.25,0.0,31.6,4.7
2345,32.88,0.0,29.9,3.2
2346,6.23,0.0,26.4,8.3
2347,20.24,0.0,27.2,4.7
2348,10.88,0.0,24.6,10.5
2349,25.70,0.0,22.2,8.4
2350,6.08,0.0,20.0,6.8
2351,9.39,0.0,20.8,4.4
2352,4.76,0.0,20.7,1.9
2353,14.94,0.0,20.7,1.8
2354,16.98,0.0,21.7,21.1
2355,14.97,0.0,21.1,6.2
2356,8.94,0.0,21.7,9.9
2357,9.36,0.0,22.8,4.9
2358,10.01,0.0,26.8,4.2
2359,20.72,0.0,26.0,4.7
2360,5.10,0.0,29.0,5.1
2361,9.93,0.0,29.8,4.6
2362,5.04,0.0,31.0,11.9
2363,9.53,0.0,30.5,7.5
2364,12.08,0.0,29.6,5.7
2365,42.96,0.0,33.6,7.5
2366,8.16,0.0,29.5,8.0
2367,22.56,0.0,32.6,5.5
2368,4.37,0.0,26.7,6.5
2369,12.48,0.0,26.0,7.0
2370,12.46,0.0,23.5,6.8
2371,19.05,0.0,25.0,4.4
2372,8.78,0.0,24.7,7.3
2373,7.61,0.0,20.5,2.4
2374,3.50,0.0,21.9,4.9
2375,14.86,0.0,20.8,4.5
2376,8.29,0.0,18.1,7.0
2377,22.54,0.0,21.3,3.0
2378,16.56,0.0,23.3,3.2
2379,24.81,0.0,24.9,2.7
2380,7.21,0.0,21.2,6.6
2381,13.77,0.0,26.5,1.6
2382,13.65,0.0,27.5,2.6
2383,9.05,0.0,27.0,1.3
2384,25.49,0.0,26.2,3.0
2385,19.47,0.0,30.3,4.6
2386,41.20,0.0,28.0,9.2
2387,18.48,0.0,31.6,10.0
2388,37.39,0.0,30.4,1.9
2389,36.88,0.0,29.8,3.6
2390,9.07,0.0,31.0,5.8
2391,5.04,0.0,33.3,3.7
2392,33.51,0.0,31.0,2.7
2393,18.47,0.0,27.6,1.6
2394,16.66,6.2,26.7,2.3
2395,9.31,6.2,24.8,9.7
2396,15.46,0.0,23.4,8.9
2397,22.43,0.0,25.2,22.6
2398,18.09,0.0,22.4,7.7
2399,8.43,0.0,22.3,2.5
2400,30.74,0.0,21.9,5.9
2401,13.13,0.0,21.4,6.2
2402,18.31,0.0,20.4,6.7
2403,20.17,0.0,21.5,4.1
2404,43.77,0.0,24.3,3.8
2405,15.62,0.0,25.9,6.0
2406,11.81,0.0,24.5,2.7
2407,38.41,0.0,26.6,8.7
2408,23.68,0.0,28.0,2.3
2409,14.64,0.0,28.5,2.2
2410,14.10,0.0,27.6,3.5
2411,3.76,0.0,29.2,6.2
2412,11.56,0.0,31.3,8.2
2413,5.25,0.0,32.0,5.9
2414,2.46,0.0,29.7,3.1
2415,8.52,0.0,30.6,4.1
2416,5.32,0.0,29.0,3.4
2417,9.84,0.0,28.7,8.5
2418,14.66,0.0,28.8,5.1
2419,16.54,0.0,23.8,10.3
2420,11.41,0.0,23.2,7.1
2421,5.62,0.0,21.0,3.8
2422,11.33,0.0,24.3,4.1
2423,6.43,0.0,20.9,4.7
2424,28.28,0.0,21.7,4.3
2425,11.15,0.0,22.5,7.1
2426,6.15,0.0,24.2,5.8
2427,6.48,0.0,20.6,3.2
2428,12.23,0.0,25.3,15.3
2429,12.62,0.0,22.2,5.1
2430,10.85,0.0,24.7,2.5
2431,22.12,0.0,27.4,6.5
2432,6.84,0.0,28.9,2.4
2433,22.25,0.0,32.2,5.4
2434,11.51,0.0,30.8,4.3
2435,20.44,0.0,31.2,4.7
2436,8.37,0.0,31.7,2.7
2437,19.43,0.0,33.0,4.2
2438,7.51,0.0,29.7,4.2
2439,32.73,0.0,27.5,4.5
2440,11.61,0.0,29.1,13.6
2441,9.41,0.0,27.9,3.2
2442,6.02,0.0,26.2,5.1
2443,13.48,0.0,27.6,2.0
2444,11.14,0.0,25.2,1.3
2445,5.46,0.0,20.1,3.7
2446,7.83,0.0,21.4,10.5
2447,3.77,0.0,22.4,2.1
2448,6.19,0.0,22.1,6.9
2449,11.32,0.0,23.3,9.1
2450,15.06,0.0,24.4,10.6
2451,10.03,0.0,23.6,6.7
2452,16.17,0.0,24.9,2.8
2453,6.85,0.0,23.1,2.2
2454,15.90,0.0,25.5,1.4
2455,11.63,0.0,27.0,13.7
2456,10.77,0.0,26.9,7.5
2457,12.16,0.0,31.2,6.6
2458,8.50,0.0,31.0,1.1
2459,4.85,0.0,34.1,6.5
2460,6.51,0.0,32.5,5.1
2461,5.22,0.0,31.8,5.5
2462,10.63,0.0,33.2,3.5
2463,18.35,0.0,29.0,4.9
2464,29.67,0.0,26.3,2.4
2465,9.24,0.0,29.2,4.7
2466,11.06,0.0,27.2,2.1
2467,37.70,0.0,25.0,8.3
2468,9.57,0.0,23.3,7.4
2469,8.36,0.0,21.9,6.9
2470,11.27,0.0,22.2,1.8
2471,9.44,0.0,22.0,4.7
2472,8.11,0.0,22.6,6.9
2473,5.23,0.0,19.6,7.1
2474,31.68,0.0,23.9,13.0
2475,16.95,0.0,22.7,2.5
2476,32.13,0.0,24.2,3.7
2477,21.60,0.0,24.2,5.8
2478,12.30,0.0,27.3,5.0
2479,4.47,0.0,30.6,7.5
2480,7.06,0.0,30.3,1.5
2481,9.88,0.0,29.5,3.7
2482,6.83,0.0,28.3,3.7
2483,4.09,0.0,30.5,7.2
2484,7.14,0.0,30.8,9.2
2485,10.84,0.0,32.1,5.4
2486,31.63,0.0,30.0,14.9
2487,8.13,0.0,29.0,4.3
2488,18.05,0.0,28.6,3.1
2489,6.78,0.0,27.8,11.9
2490,10.65,0.0,26.1,4.0
2491,11.93,0.0,24.7,2.9
2492,31.82,0.0,22.1,8.2
2493,2.45,0.0,23.8,2.9
2494,7.49,0.0,20.8,6.2
2495,14.13,0.0,23.2,10.2
2496,15.66,0.0,23.3,4.5
2497,6.01,0.0,20.0,9.8
2498,11.90,0.0,24.9,5.8
2499,12.28,0.0,24.8,1.8
2500,29.46,0.0,24.4,7.9
2501,13.81,0.0,23.9,11.4
2502,11.19,0.0,22.8,6.1
2503,7.99,0.0,28.0,3.7
2504,17.54,0.0,29.4,5.4
2505,10.46,0.0,31.5,3.3
2506,8.67,0.0,28.1,10.6
2507,6.77,0.0,33.0,5.3
2508,10.19,0.0,33.4,5.6
2509,18.52,0.0,32.2,4.2
2510,8.95,0.0,29.0,8.7
2511,12.44,0.0,29.9,2.6
2512,8.72,0.0,27.5,19.0
2513,13.49,0.0,26.0,4.7
2514,12.81,0.0,25.0,5.2
2515,7.60,0.0,25.7,2.6
2516,20.07,0.0,23.0,12.4
2517,5.09,0.0,22.8,6.0
2518,24.07,0.0,23.4,7.3
2519,14.84,0.0,21.9,3.3
2520,17.34,0.0,21.1,10.3
2521,4.53,0.0,21.7,3.2
2522,11.82,0.0,24.8,7.9
2523,30.58,0.0,25.1,3.6
2524,11.17,0.0,20.6,2.2
2525,13.17,0.0,24.7,3.4
2526,6.13,0.0,26.8,2.3
2527,5.14,0.0,31.1,4.4
2528,13.99,0.0,29.0,11.7
2529,8.11,0.0,29.7,13.3
2530,8.74,0.0,30.7,20.0
2531,12.65,0.0,31.4,3.9
2532,18.39,0.0,32.1,4.3
2533,16.70,0.0,32.1,5.3
2534,12.93,0.0,30.8,1.7
2535,20.74,0.0,33.1,3.2
2536,22.79,0.0,29.3,3.2
2537,11.26,0.0,29.8,2.7
2538,33.15,0.0,26.9,3.7
2539,6.34,0.0,24.9,1.9
2540,4.86,0.0,25.0,4.8
2541,27.94,0.0,19.7,1.7
2542,8.00,0.0,22.2,3.1
2543,2.45,0.0,17.6,1.6
2544,10.02,0.0,20.0,8.9
2545,25.46,0.0,20.8,14.9
2546,10.13,0.0,22.4,3.3
2547,4.20,0.0,23.8,2.7
2548,10.24,0.0,21.8,6.7
2549,10.90,0.0,24.8,3.1
2550,9.96,0.0,26.3,2.2
2551,7.91,0.0,31.2,1.6
2552,8.14,0.0,29.2,2.1
2553,18.85,0.0,28.5,9.1
2554,8.60,0.0,32.5,9.4
2555,13.42,0.0,31.3,3.3
2556,13.39,0.0,33.0,5.9
2557,8.42,0.0,33.2,9.7
2558,7.76,0.0,29.9,2.1
2559,12.70,0.0,29.8,5.2
2560,4.52,0.0,28.8,1.6
2561,40.30,0.0,29.5,4.0
2562,8.64,0.0,29.3,7.2
2563,9.64,0.0,28.1,10.4
2564,18.95,0.0,24.1,6.6
2565,11.00,0.0,25.6,1.2
2566,9.48,0.0,23.1,2.3
2567,5.46,0.0,21.5,3.9
2568,12.95,0.0,20.7,5.2
2569,8.77,0.0,22.8,5.0
2570,42.47,0.0,25.0,2.9
2571,10.77,0.0,25.2,8.2
2572,3.13,0.0,23.2,4.7
2573,21.54,0.0,26.1,2.3
2574,6.69,0.0,25.6,3.2
2575,12.98,0.0,28.5,22.9
2576,28.30,0.0,30.1,9.8
2577,10.12,0.0,30.9,7.8
2578,10.77,0.0,32.7,5.4
2579,21.34,0.0,30.7,2.5
2580,28.66,0.0,33.9,4.3
2581,11.22,0.0,31.2,3.0
2582,41.00,0.0,29.6,4.2
2583,4.29,0.0,32.0,2.6
2584,7.09,0.0,30.1,6.2
2585,9.15,0.0,29.7,2.8
2586,22.96,0.0,27.2,3.0
2587,13.99,0.0,22.4,5.9
2588,8.13,0.0,23.2,14.7
2589,6.20,0.0,23.6,2.4
2590,4.97,0.0,22.5,3.0
2591,16.61,0.0,24.8,4.6
2592,9.64,0.0,20.8,3.4
2593,22.39,0.0,23.5,1.2
2594,5.15,0.0,23.5,11.8
2595,15.74,0.0,19.8,2.4
2596,11.88,0.0,24.5,5.4
2597,8.43,0.0,25.9,7.0
2598,8.81,0.0,29.0,2.3
2599,12.96,0.0,25.7,5.3
2600,11.95,0.0,30.7,6.6
2601,7.14,0.0,31.1,1.3
2602,16.60,0.0,33.3,4.0
2603,25.10,0.0,30.9,5.7
2604,10.52,0.0,33.2,8.0
2605,17.27,0.0,30.2,1.6
2606,11.07,0.0,34.4,4.8
2607,45.00,0.0,29.9,7.8
2608,12.28,0.0,27.3,5.4
2609,18.56,0.0,27.0,7.0
2610,24.54,0.0,28.5,6.9
2611,8.29,0.0,25.7,2.6
2612,18.61,0.0,26.1,7.8
2613,20.44,0.0,25.9,7.0
2614,15.77,0.0,24.2,3.3
2615,19.26,0.0,23.6,4.3
2616,8.26,0.0,20.6,7.4
2617,44.18,0.0,21.1,9.7
2618,2.89,0.0,21.0,4.0
2619,7.35,0.0,23.6,5.7
2620,5.46,0.0,27.5,10.1
2621,34.25,1.4,25.4,3.3
2622,11.26,1.4,29.7,11.3
2623,6.91,0.0,26.0,2.7
2624,8.47,0.0,28.9,4.0
2625,4.88,0.0,29.2,7.1
2626,17.75,0.0,32.1,9.2
2627,18.86,0.0,32.5,5.1
2628,14.62,0.0,29.6,1.5
2629,7.93,0.0,30.7,4.0
2630,30.44,0.0,33.2,3.9
2631,19.47,0.0,32.1,4.2
2632,4.28,0.0,28.4,9.3
2633,10.85,0.0,27.3,2.3
2634,6.09,0.0,26.9,4.3
2635,29.46,0.0,24.5,4.1
2636,9.31,0.0,25.2,3.9
2637,5.33,0.0,23.3,2.6
2638,11.16,0.0,24.3,5.2
2639,31.62,0.0,21.9,3.6
2640,20.46,0.0,23.5,3.0
2641,8.91,0.0,21.5,3.3
2642,10.97,0.0,22.1,3.2
2643,22.13,0.0,23.5,2.5
2644,28.13,0.0,22.3,2.8
2645,4.80,0.0,25.8,1.8
2646,13.36,0.0,28.8,12.9
2647,9.85,0.0,26.7,5.0
2648,9.09,0.0,31.2,4.2
2649,27.25,0.0,30.8,8.2
2650,5.40,0.0,31.8,5.3
2651,19.75,0.0,32.6,6.5
2652,3.10,0.0,31.7,5.0
2653,7.88,0.0,32.5,12.8
2654,12.43,0.0,31.2,21.0
2655,5.55,0.0,29.9,13.8
2656,45.00,0.0,31.5,0.7
2657,7.92,0.0,26.6,3.1
2658,7.55,0.0,26.5,3.2
2659,8.04,0.0,27.2,10.0
2660,17.29,0.0,23.3,3.5
2661,21.00,0.0,23.4,3.7
2662,9.37,0.0,20.8,3.4
2663,14.73,0.0,21.8,3.7
2664,15.44,0.0,20.1,4.4
2665,5.13,0.0,21.3,6.3
2666,11.34,0.0,23.2,4.2
2667,8.35,0.0,23.6,4.1
2668,4.79,0.0,26.4,3.4
2669,13.85,0.0,27.0,5.2
2670,22.40,0.0,26.7,1.5
2671,12.51,0.0,30.0,1.6
2672,2.60,0.0,29.5,2.5
2673,9.26,0.0,29.8,6.5
2674,7.13,6.9,29.7,1.6
2675,35.44,0.0,34.3,8.0
2676,9.94,0.0,34.2,4.8
2677,4.63,0.0,31.8,2.3
2678,11.85,0.0,31.5,6.1
2679,17.84,0.0,30.5,2.6
2680,12.93,0.0,26.9,4.5
2681,7.53,0.0,28.4,3.3
2682,9.25,0.0,24.1,8.1
2683,19.29,0.0,24.2,7.3
2684,12.94,0.0,24.8,8.2
2685,41.06,0.0,25.0,9.4
2686,12.92,0.0,20.5,7.0
2687,4.87,0.0,22.2,5.3
2688,10.81,0.0,22.2,1.5
2689,8.69,0.0,22.2,4.6
2690,4.80,0.0,23.5,1.3
2691,13.17,0.0,24.9,2.1
2692,9.48,0.0,24.9,7.1
2693,13.33,0.0,28.3,2.2
2694,36.53,0.0,27.0,5.9
2695,11.27,0.0,27.1,4.0
2696,22.53,0.0,32.6,4.0
2697,10.86,0.0,34.5,3.6
2698,15.63,0.0,32.6,6.0
2699,13.09,0.0,28.8,3.7
2700,14.30,0.0,32.8,3.5
2701,11.26,0.0,31.1,5.7
2702,29.08,0.0,33.9,4.3
2703,17.80,0.0,30.9,2.3
2704,13.06,0.0,28.9,4.2
2705,21.01,0.0,29.2,2.1
2706,13.16,0.0,29.3,4.5
2707,23.81,0.0,24.9,9.3
2708,6.00,0.0,26.0,2.6
2709,43.77,0.0,21.0,7.4
2710,13.51,0.0,22.9,6.5
