time_us,current_A,voltage_V,di_dt_A_us
847.00,470.6,275.8,18.1
848.00,471.6,275.7,21.2
849.00,471.9,275.6,24.0
850.00,473.5,275.4,-27.4
851.00,473.3,275.3,-19.8
852.00,466.3,275.2,21.9
853.00,469.9,275.0,44.3
854.00,464.6,274.9,55.6
855.00,472.4,274.7,-33.6
856.00,474.9,274.6,-84.5
857.00,469.8,274.5,17.3
858.00,471.8,274.3,-6.1
859.00,473.1,274.2,-21.6
860.00,470.3,274.1,17.3
861.00,469.9,273.9,32.3
862.00,466.8,273.8,67.8
863.00,470.1,273.7,13.6
864.00,473.0,273.5,-36.1
865.00,469.4,273.4,22.1
866.00,471.4,273.2,14.5
867.00,471.3,273.1,14.5
868.00,473.2,273.0,-40.5
869.00,469.8,272.8,52.4
870.00,470.1,272.7,38.3
871.00,474.8,272.6,-44.2
872.00,473.6,272.4,-37.3
873.00,474.8,272.3,-32.0
874.00,471.8,272.2,-20.1
875.00,468.8,272.0,33.4
876.00,470.7,271.9,33.6
877.00,470.5,271.8,6.5
878.00,472.3,271.6,-33.8
879.00,470.5,271.5,2.9
880.00,472.0,271.3,-27.2
881.00,469.1,271.2,1.8
882.00,476.3,271.1,-54.7
883.00,475.2,270.9,-44.9
884.00,469.7,270.8,14.9
885.00,472.5,270.7,25.3
886.00,474.0,270.5,-28.2
887.00,470.9,270.4,44.8
888.00,471.2,270.3,2.3
889.00,472.3,270.1,21.7
890.00,471.7,270.0,-18.6
891.00,473.5,269.9,-58.1
892.00,471.9,269.7,-21.0
893.00,472.8,269.6,-33.2
894.00,468.6,269.5,5.1
895.00,469.8,269.3,-35.5
896.00,471.3,269.2,-4.8
897.00,469.5,269.1,9.6
898.00,469.1,268.9,30.0
899.00,472.6,268.8,-64.5
900.00,471.7,268.7,-4.2
901.00,470.2,268.5,33.4
902.00,470.8,268.4,-14.3
903.00,468.1,268.3,13.2
904.00,471.7,268.1,-20.0
905.00,473.3,268.0,-8.6
906.00,469.1,267.9,21.1
907.00,471.3,267.7,-29.3
908.00,471.0,267.6,-31.1
909.00,472.3,267.5,-39.9
910.00,471.3,267.3,38.5
911.00,474.3,267.2,-49.8
912.00,466.3,267.1,66.5
913.00,473.1,266.9,-18.7
914.00,469.8,266.8,0.8
915.00,471.2,266.7,-53.4
916.00,473.8,266.5,-9.7
917.00,471.1,266.4,-6.6
918.00,471.5,266.3,-12.3
919.00,471.9,266.1,-39.9
920.00,469.1,266.0,-5.8
921.00,472.2,265.9,-17.2
922.00,471.3,265.7,34.0
923.00,466.5,265.6,42.7
924.00,471.8,265.5,-36.5
925.00,471.1,265.3,-3.7
926.00,469.3,265.2,50.9
927.00,469.5,265.1,11.4
928.00,472.8,264.9,-14.6
929.00,467.7,264.8,38.1
930.00,472.0,264.7,-28.6
931.00,472.9,264.6,8.3
932.00,474.7,264.4,-27.6
933.00,471.5,264.3,9.3
934.00,476.6,264.2,-65.2
935.00,473.4,264.0,-16.2
936.00,471.0,263.9,-2.8
937.00,471.3,263.8,11.2
938.00,471.3,263.6,-45.5
939.00,469.8,263.5,-1.7
940.00,470.8,263.4,11.7
941.00,470.4,263.2,34.6
942.00,466.3,263.1,47.9
943.00,467.7,263.0,21.2
944.00,472.6,262.8,22.4
945.00,472.6,262.7,-46.1
946.00,468.6,262.6,37.7
947.00,470.1,262.5,28.7
948.00,472.3,262.3,-25.6
949.00,471.4,262.2,12.1
950.00,471.5,262.1,-42.3
951.00,474.2,261.9,-48.8
952.00,471.1,261.8,13.6
953.00,470.4,261.7,-16.4
954.00,469.9,261.5,0.5
955.00,470.4,261.4,-9.1
956.00,471.2,261.3,-7.6
957.00,473.8,261.2,-30.4
958.00,471.1,261.0,-11.5
959.00,472.9,260.9,-16.0
960.00,469.9,260.8,18.8
961.00,471.0,260.6,-13.1
962.00,474.2,260.5,-63.5
963.00,471.3,260.4,-10.5
964.00,469.7,260.2,-13.6
965.00,473.2,260.1,-4.5
966.00,475.6,260.0,-40.8
967.00,468.5,259.9,41.6
968.00,472.1,259.7,-51.6
969.00,472.2,259.6,-26.7
970.00,472.0,259.5,11.8
971.00,470.7,259.3,-3.0
972.00,470.7,259.2,-18.2
973.00,471.8,259.1,-9.0
974.00,471.2,259.0,-27.8
975.00,471.4,258.8,-28.5
976.00,469.5,258.7,5.4
977.00,471.1,258.6,-11.8
978.00,468.8,258.4,3.3
979.00,470.3,258.3,3.7
980.00,468.0,258.2,35.6
981.00,468.9,258.1,24.3
982.00,471.4,257.9,-50.5
983.00,469.3,257.8,12.3
984.00,471.5,257.7,21.5
985.00,473.2,257.5,-28.4
986.00,471.2,257.4,-41.6
987.00,474.3,257.3,-66.7
988.00,470.0,257.2,-19.1
989.00,473.0,257.0,-39.4
990.00,470.6,256.9,-38.6
991.00,469.3,256.8,-10.4
992.00,471.1,256.6,9.6
993.00,467.3,256.5,-14.7
994.00,469.1,256.4,8.7
995.00,469.2,256.3,5.9
996.00,470.4,256.1,11.8
997.00,472.9,256.0,3.7
998.00,468.4,255.9,25.6
999.00,473.6,255.8,-16.7
