time_us,current_A,voltage_V,di_dt_A_us
843.00,867.1,11.6,5.9
844.00,856.6,11.6,20.8
845.00,855.9,11.5,23.3
846.00,862.6,11.5,-41.7
847.00,869.9,11.4,-25.9
848.00,881.9,11.4,-12.4
849.00,895.2,11.3,7.8
850.00,909.6,11.2,14.4
851.00,927.5,11.2,54.0
852.00,942.7,11.1,12.8
853.00,961.9,11.1,-33.5
854.00,969.3,11.0,-17.4
855.00,968.9,11.0,9.8
856.00,971.5,10.9,-25.4
857.00,961.9,10.9,-15.0
858.00,949.0,10.8,-5.5
859.00,940.3,10.8,-71.7
860.00,921.2,10.7,-55.3
861.00,909.0,10.7,-75.0
862.00,888.2,10.6,17.6
863.00,880.6,10.6,-53.4
864.00,874.9,10.5,29.3
865.00,874.3,10.5,-33.8
866.00,878.0,10.4,27.1
867.00,880.1,10.4,26.1
868.00,894.7,10.3,6.7
869.00,909.4,10.3,66.3
870.00,928.7,10.2,25.5
871.00,944.0,10.2,47.4
872.00,967.9,10.1,-74.8
873.00,979.7,10.1,24.5
874.00,987.5,10.0,27.8
875.00,992.5,10.0,0.4
876.00,991.5,9.9,1.4
877.00,982.5,9.9,-18.5
878.00,970.0,9.8,-23.5
879.00,956.8,9.8,-72.0
880.00,937.1,9.7,-28.8
881.00,920.4,9.7,36.0
882.00,908.6,9.7,-26.0
883.00,893.9,9.6,45.7
884.00,889.6,9.6,6.9
885.00,887.0,9.5,13.8
886.00,888.3,9.5,37.0
887.00,897.2,9.4,52.1
888.00,912.3,9.4,-27.3
889.00,932.2,9.3,-24.4
890.00,947.8,9.3,17.3
891.00,966.4,9.3,24.7
892.00,984.4,9.2,-14.4
893.00,1000.3,9.2,-28.9
894.00,1009.0,9.1,-10.7
895.00,1011.6,9.1,9.3
896.00,1005.6,9.0,50.6
897.00,1000.4,9.0,9.6
898.00,991.8,8.9,-76.3
899.00,974.0,8.9,-10.2
900.00,960.3,8.9,-78.7
901.00,935.0,8.8,37.7
902.00,923.0,8.8,-14.0
903.00,914.1,8.7,-11.3
904.00,906.5,8.7,-13.1
905.00,901.4,8.7,21.7
906.00,908.0,8.6,-2.1
907.00,913.0,8.6,22.6
908.00,921.9,8.5,33.5
909.00,941.8,8.5,35.3
910.00,965.2,8.5,13.5
911.00,987.5,8.4,3.0
912.00,1005.8,8.4,-28.9
913.00,1016.6,8.3,32.0
914.00,1024.1,8.3,75.2
915.00,1033.0,8.3,-20.7
916.00,1032.6,8.2,4.3
917.00,1023.2,8.2,-31.8
918.00,1007.7,8.1,-38.5
919.00,994.1,8.1,-55.6
920.00,974.4,8.1,-14.6
921.00,956.5,8.0,-43.1
922.00,939.7,8.0,-14.0
923.00,926.1,7.9,7.2
924.00,918.5,7.9,-9.8
925.00,914.5,7.9,38.2
926.00,921.2,7.8,22.0
927.00,931.8,7.8,-6.0
928.00,943.3,7.8,46.9
929.00,962.4,7.7,7.9
930.00,980.4,7.7,14.0
931.00,1004.6,7.6,18.5
932.00,1023.3,7.6,12.2
933.00,1038.7,7.6,20.9
934.00,1049.8,7.5,22.6
935.00,1051.7,7.5,9.7
936.00,1050.7,7.5,-17.6
937.00,1039.6,7.4,25.2
938.00,1028.4,7.4,11.2
939.00,1010.9,7.4,-26.3
940.00,989.6,7.3,11.3
941.00,970.1,7.3,-14.0
942.00,952.9,7.3,1.5
943.00,946.1,7.2,-20.7
944.00,937.9,7.2,-71.4
945.00,929.1,7.2,66.5
946.00,935.2,7.1,0.3
947.00,945.4,7.1,59.3
948.00,962.9,7.1,-17.6
949.00,977.6,7.0,43.9
950.00,998.8,7.0,53.0
951.00,1022.3,7.0,15.9
952.00,1041.5,6.9,-15.2
953.00,1060.4,6.9,-14.9
954.00,1071.8,6.9,-46.9
955.00,1071.6,6.8,26.3
956.00,1075.1,6.8,-5.0
957.00,1066.4,6.8,-60.6
958.00,1049.5,6.7,-18.1
959.00,1029.5,6.7,8.8
960.00,1009.2,6.7,-0.4
961.00,989.3,6.6,-31.1
962.00,973.0,6.6,-15.3
963.00,960.5,6.6,-69.7
964.00,952.9,6.5,-40.4
965.00,949.5,6.5,-3.1
966.00,950.7,6.5,47.7
967.00,963.9,6.4,21.1
968.00,975.6,6.4,41.3
969.00,997.1,6.4,3.4
970.00,1014.0,6.4,44.4
971.00,1041.5,6.3,19.1
972.00,1059.6,6.3,39.2
973.00,1079.5,6.3,-8.0
974.00,1090.0,6.2,2.5
975.00,1096.8,6.2,6.6
976.00,1091.4,6.2,2.0
977.00,1083.2,6.1,-28.6
978.00,1069.8,6.1,-28.9
979.00,1047.9,6.1,-36.4
980.00,1026.2,6.1,-22.4
981.00,1005.2,6.0,-14.5
982.00,988.3,6.0,6.1
983.00,976.5,6.0,-13.7
984.00,965.4,5.9,13.1
985.00,965.2,5.9,-22.5
986.00,964.2,5.9,40.8
987.00,976.8,5.9,25.0
988.00,994.3,5.8,-24.3
989.00,1010.6,5.8,35.7
990.00,1036.1,5.8,0.4
991.00,1063.4,5.7,-11.9
992.00,1083.4,5.7,-14.6
993.00,1099.1,5.7,19.4
994.00,1110.4,5.7,29.4
995.00,1112.9,5.6,11.3
996.00,1111.5,5.6,24.9
997.00,1104.7,5.6,-20.0
998.00,1087.3,5.6,-11.0
999.00,1067.4,5.5,-40.3
