time_us,current_A,voltage_V,di_dt_A_us
827.00,1414.7,0.0,50.8
828.00,1412.3,0.0,47.8
829.00,1419.9,0.0,-8.4
830.00,1421.5,0.0,-23.3
831.00,1421.2,0.0,16.3
832.00,1424.9,0.0,15.9
833.00,1426.4,0.0,19.0
834.00,1428.5,0.0,-3.7
835.00,1429.7,0.0,0.9
836.00,1434.6,0.0,-29.5
837.00,1431.5,0.0,13.7
838.00,1436.0,0.0,-4.2
839.00,1438.1,0.0,22.2
840.00,1436.6,0.0,-2.2
841.00,1443.8,0.0,-8.0
842.00,1442.0,0.0,13.5
843.00,1445.3,0.0,20.9
844.00,1442.2,0.0,62.2
845.00,1447.9,0.0,29.3
846.00,1452.9,0.0,-23.7
847.00,1450.9,0.0,2.6
848.00,1455.4,0.0,32.3
849.00,1453.7,0.0,31.4
850.00,1458.5,0.0,-15.4
851.00,1461.2,0.0,10.6
852.00,1461.4,0.0,27.7
853.00,1465.8,0.0,-17.3
854.00,1466.1,0.0,10.4
855.00,1469.6,0.0,-13.7
856.00,1468.7,0.0,-9.1
857.00,1470.8,0.0,46.4
858.00,1474.8,0.0,4.6
859.00,1480.0,0.0,-80.5
860.00,1477.4,0.0,-5.0
861.00,1478.2,0.0,-12.5
862.00,1484.3,0.0,-29.1
863.00,1483.1,0.0,-10.3
864.00,1486.5,0.0,4.3
865.00,1492.8,0.0,-70.2
866.00,1490.3,0.0,-49.6
867.00,1492.2,0.0,-0.0
868.00,1492.9,0.0,13.1
869.00,1492.9,0.0,-0.1
870.00,1493.2,0.0,60.0
871.00,1499.3,0.0,7.2
872.00,1501.1,0.0,-17.4
873.00,1504.5,0.0,-40.6
874.00,1501.3,0.0,7.4
875.00,1504.4,0.0,13.9
876.00,1508.4,0.0,2.1
877.00,1509.7,0.0,1.0
878.00,1511.0,0.0,-1.6
879.00,1515.3,0.0,12.6
880.00,1514.7,0.0,33.4
881.00,1518.0,0.0,-3.0
882.00,1517.6,0.0,5.5
883.00,1519.2,0.0,2.6
884.00,1522.1,0.0,6.3
885.00,1527.0,0.0,57.5
886.00,1526.5,0.0,24.0
887.00,1530.6,0.0,-13.3
888.00,1527.7,0.0,6.7
889.00,1532.1,0.0,9.7
890.00,1533.6,0.0,14.8
891.00,1537.7,0.0,-63.2
892.00,1537.9,0.0,3.6
893.00,1538.4,0.0,16.2
894.00,1542.1,0.0,-11.6
895.00,1542.4,0.0,-1.9
896.00,1545.0,0.0,-22.5
897.00,1550.4,0.0,-0.0
898.00,1550.2,0.0,-9.3
899.00,1553.7,0.0,9.5
900.00,1553.5,0.0,-12.6
901.00,1551.8,0.0,26.8
902.00,1555.0,0.0,22.9
903.00,1563.0,0.0,9.3
904.00,1563.0,0.0,-51.2
905.00,1560.7,0.0,16.0
906.00,1564.5,0.0,-19.9
907.00,1563.8,0.0,32.2
908.00,1567.1,0.0,1.1
909.00,1567.0,0.0,21.0
910.00,1573.4,0.0,-19.1
911.00,1573.5,0.0,21.3
912.00,1578.7,0.0,-37.9
913.00,1574.4,0.0,-2.3
914.00,1581.5,0.0,-38.5
915.00,1581.3,0.0,-17.6
916.00,1581.4,0.0,24.8
917.00,1584.3,0.0,11.3
918.00,1586.2,0.0,-22.5
919.00,1590.3,0.0,22.1
920.00,1589.6,0.0,22.1
921.00,1592.8,0.0,5.3
922.00,1595.4,0.0,-5.4
923.00,1593.2,0.0,21.1
924.00,1599.8,0.0,-1.5
925.00,1600.2,0.0,-24.9
926.00,1599.6,0.0,20.8
927.00,1601.1,0.0,61.1
928.00,1608.4,0.0,-4.6
929.00,1602.5,0.0,55.0
930.00,1612.2,0.0,-6.4
931.00,1609.2,0.0,7.3
932.00,1615.5,0.0,-23.7
933.00,1615.6,0.0,-16.9
934.00,1616.3,0.0,-17.9
935.00,1618.5,0.0,-0.4
936.00,1622.4,0.0,-19.8
937.00,1622.8,0.0,2.9
938.00,1626.5,0.0,-18.1
939.00,1630.8,0.0,-31.9
940.00,1629.6,0.0,-15.7
941.00,1632.1,0.0,-26.6
942.00,1629.4,0.0,32.1
943.00,1637.7,0.0,-36.7
944.00,1639.6,0.0,-40.9
945.00,1638.6,0.0,-0.3
946.00,1638.8,0.0,14.5
947.00,1639.3,0.0,19.6
948.00,1639.5,0.0,33.4
949.00,1650.9,0.0,-19.8
950.00,1647.6,0.0,-2.7
951.00,1647.4,0.0,-8.1
952.00,1650.8,0.0,-2.4
953.00,1651.7,0.0,-22.8
954.00,1653.1,0.0,48.4
955.00,1657.9,0.0,-19.6
956.00,1656.7,0.0,11.5
957.00,1660.2,0.0,-7.4
958.00,1660.1,0.0,4.4
959.00,1663.9,0.0,-18.3
960.00,1665.2,0.0,-3.7
961.00,1666.9,0.0,13.8
962.00,1672.8,0.0,7.7
963.00,1671.2,0.0,42.0
964.00,1673.3,0.0,-38.1
965.00,1676.4,0.0,-3.2
966.00,1680.0,0.0,-13.9
967.00,1675.9,0.0,12.8
968.00,1682.7,0.0,-28.2
969.00,1683.5,0.0,-4.5
970.00,1684.5,0.0,19.5
971.00,1684.9,0.0,55.4
972.00,1689.3,0.0,-5.9
973.00,1689.3,0.0,9.7
974.00,1691.6,0.0,13.1
975.00,1695.4,0.0,-18.4
976.00,1697.7,0.0,-1.9
977.00,1695.2,0.0,13.7
978.00,1700.4,0.0,-4.8
979.00,1703.1,0.0,-26.4
980.00,1707.0,0.0,-22.4
981.00,1709.0,0.0,10.1
982.00,1705.1,0.0,15.6
983.00,1710.6,0.0,-10.2
984.00,1713.0,0.0,-3.4
985.00,1713.6,0.0,2.2
986.00,1716.6,0.0,7.8
987.00,1717.0,0.0,-3.7
988.00,1718.2,0.0,15.7
989.00,1721.5,0.0,-56.8
990.00,1722.1,0.0,-11.6
991.00,1722.6,0.0,-23.4
992.00,1721.8,0.0,52.6
993.00,1726.2,0.0,-1.0
994.00,1728.0,0.0,25.5
995.00,1728.7,0.0,33.8
996.00,1732.9,0.0,-9.1
997.00,1737.2,0.0,-27.5
998.00,1738.8,0.0,-7.1
999.00,1741.2,0.0,-32.2
