time_us,current_A,voltage_V,di_dt_A_us
810.00,5440.0,0.0,41.7
811.00,5450.2,0.0,-12.0
812.00,5461.7,0.0,-39.1
813.00,5466.2,0.0,24.5
814.00,5472.9,0.0,5.3
815.00,5482.4,0.0,-12.9
816.00,5488.5,0.0,27.7
817.00,5495.1,0.0,43.5
818.00,5497.0,0.0,78.1
819.00,5512.1,0.0,-12.9
820.00,5510.5,0.0,108.8
821.00,5526.8,0.0,7.7
822.00,5529.6,0.0,59.7
823.00,5540.2,0.0,-29.8
824.00,5548.0,0.0,2.9
825.00,5554.0,0.0,-5.6
826.00,5561.2,0.0,52.1
827.00,5566.6,0.0,58.0
828.00,5576.2,0.0,41.2
829.00,5584.0,0.0,53.3
830.00,5594.4,0.0,-31.3
831.00,5597.0,0.0,79.3
832.00,5602.2,0.0,21.1
833.00,5613.1,0.0,34.5
834.00,5621.0,0.0,5.3
835.00,5625.1,0.0,26.3
836.00,5636.8,0.0,-0.6
837.00,5642.0,0.0,-3.3
838.00,5650.3,0.0,11.4
839.00,5658.2,0.0,-2.9
840.00,5665.2,0.0,25.9
841.00,5671.8,0.0,30.4
842.00,5680.0,0.0,20.4
843.00,5685.2,0.0,21.1
844.00,5692.4,0.0,51.2
845.00,5697.8,0.0,51.5
846.00,5707.2,0.0,-20.9
847.00,5715.8,0.0,39.6
848.00,5722.7,0.0,13.1
849.00,5733.1,0.0,-37.4
850.00,5742.9,0.0,-51.8
851.00,5745.2,0.0,18.9
852.00,5752.1,0.0,16.0
853.00,5758.1,0.0,-3.9
854.00,5766.5,0.0,-13.5
855.00,5771.8,0.0,19.0
856.00,5781.0,0.0,29.5
857.00,5787.6,0.0,29.9
858.00,5796.7,0.0,-8.5
859.00,5806.6,0.0,-54.5
860.00,5810.2,0.0,-0.3
861.00,5817.4,0.0,28.1
862.00,5824.0,0.0,37.0
863.00,5830.2,0.0,28.1
864.00,5843.4,0.0,-40.5
865.00,5845.3,0.0,40.3
866.00,5859.4,0.0,-66.8
867.00,5864.3,0.0,16.3
868.00,5867.1,0.0,31.8
869.00,5877.7,0.0,1.1
870.00,5887.2,0.0,-36.3
871.00,5891.0,0.0,0.5
872.00,5897.9,0.0,17.3
873.00,5905.0,0.0,13.7
874.00,5911.6,0.0,52.7
875.00,5922.2,0.0,0.5
876.00,5929.7,0.0,-38.0
877.00,5934.3,0.0,46.2
878.00,5940.8,0.0,41.1
879.00,5945.4,0.0,41.1
880.00,5955.2,0.0,0.5
881.00,5964.4,0.0,11.0
882.00,5972.2,0.0,26.5
883.00,5978.0,0.0,2.8
884.00,5984.6,0.0,35.8
885.00,5997.0,0.0,-45.2
886.00,6001.2,0.0,4.1
887.00,6010.0,0.0,-12.2
888.00,6010.8,0.0,43.0
889.00,6021.8,0.0,23.9
890.00,6029.4,0.0,13.9
891.00,6035.2,0.0,8.5
892.00,6047.6,0.0,-18.5
893.00,6050.8,0.0,18.1
894.00,6061.6,0.0,15.8
895.00,6066.5,0.0,-21.7
896.00,6074.2,0.0,-4.7
897.00,6079.8,0.0,44.7
898.00,6087.2,0.0,40.8
899.00,6098.3,0.0,-6.9
900.00,6103.9,0.0,13.4
901.00,6110.3,0.0,-25.5
902.00,6117.3,0.0,35.7
903.00,6124.2,0.0,2.7
904.00,6131.9,0.0,8.8
905.00,6139.6,0.0,-23.8
906.00,6145.8,0.0,10.1
907.00,6155.1,0.0,-21.6
908.00,6160.3,0.0,41.5
909.00,6169.2,0.0,-13.6
910.00,6174.4,0.0,34.5
911.00,6186.0,0.0,-18.9
912.00,6185.2,0.0,22.7
913.00,6199.2,0.0,23.1
914.00,6204.1,0.0,3.7
915.00,6212.6,0.0,-1.3
916.00,6217.5,0.0,16.0
917.00,6223.6,0.0,30.1
918.00,6232.9,0.0,1.4
919.00,6238.4,0.0,-10.1
920.00,6250.9,0.0,-35.6
921.00,6251.9,0.0,17.8
922.00,6262.7,0.0,-2.3
923.00,6269.2,0.0,21.4
924.00,6278.1,0.0,-9.7
925.00,6282.2,0.0,56.9
926.00,6287.2,0.0,75.6
927.00,6301.3,0.0,2.9
928.00,6307.8,0.0,-13.5
929.00,6311.5,0.0,27.4
930.00,6320.9,0.0,15.8
931.00,6331.1,0.0,-50.3
932.00,6333.6,0.0,8.1
933.00,6344.6,0.0,-27.2
934.00,6347.1,0.0,27.5
935.00,6356.9,0.0,10.3
936.00,6366.3,0.0,7.0
937.00,6367.7,0.0,36.4
938.00,6377.9,0.0,-14.1
939.00,6384.9,0.0,39.9
940.00,6393.8,0.0,-14.9
941.00,6399.6,0.0,-10.2
942.00,6407.5,0.0,7.0
943.00,6415.8,0.0,-26.6
944.00,6417.8,0.0,37.4
945.00,6428.2,0.0,19.0
946.00,6436.6,0.0,-1.2
947.00,6443.8,0.0,30.5
948.00,6451.4,0.0,-13.2
949.00,6457.9,0.0,2.1
950.00,6464.2,0.0,39.0
951.00,6467.1,0.0,34.6
952.00,6481.2,0.0,26.3
953.00,6488.0,0.0,15.7
954.00,6494.2,0.0,-10.8
955.00,6501.5,0.0,1.5
956.00,6507.4,0.0,-2.5
957.00,6514.5,0.0,3.5
958.00,6525.4,0.0,-50.3
959.00,6531.4,0.0,-16.6
960.00,6532.5,0.0,76.5
961.00,6544.4,0.0,17.4
962.00,6552.0,0.0,-10.2
963.00,6562.5,0.0,-34.8
964.00,6562.3,0.0,48.7
965.00,6575.2,0.0,-1.7
966.00,6580.1,0.0,13.9
967.00,6587.8,0.0,11.2
968.00,6593.8,0.0,-12.5
969.00,6602.8,0.0,-8.5
970.00,6608.5,0.0,21.1
971.00,6614.1,0.0,41.7
972.00,6622.8,0.0,18.5
973.00,6628.1,0.0,55.9
974.00,6636.2,0.0,0.2
975.00,6644.1,0.0,19.8
976.00,6649.4,0.0,18.4
977.00,6651.6,0.0,91.3
978.00,6665.7,0.0,37.8
979.00,6675.5,0.0,-2.5
980.00,6682.9,0.0,-1.4
981.00,6687.1,0.0,4.4
982.00,6696.0,0.0,9.2
983.00,6700.6,0.0,11.3
984.00,6707.6,0.0,56.0
985.00,6715.7,0.0,16.9
986.00,6725.4,0.0,4.5
987.00,6731.5,0.0,-18.5
988.00,6738.7,0.0,1.4
989.00,6748.3,0.0,0.5
990.00,6754.8,0.0,-4.1
991.00,6760.6,0.0,22.2
992.00,6765.3,0.0,32.3
993.00,6773.1,0.0,4.4
994.00,6780.6,0.0,54.6
995.00,6790.6,0.0,-5.6
996.00,6794.0,0.0,12.9
997.00,6801.5,0.0,39.5
998.00,6809.6,0.0,6.0
999.00,6820.5,0.0,-17.7
