timestamp,congestion_index,avg_speed_mph,travel_time_multiplier
2024-08-10T06:00:00,0.284,24.0,1.14
2024-08-10T06:15:00,0.163,26.6,1.08
2024-08-10T06:30:00,0.235,25.1,1.12
2024-08-10T06:45:00,0.309,23.5,1.15
2024-08-10T07:00:00,0.28,24.1,1.14
2024-08-10T07:15:00,0.209,25.6,1.1
2024-08-10T07:30:00,0.173,26.4,1.09
2024-08-10T07:45:00,0.307,23.5,1.15
2024-08-10T08:00:00,0.126,27.4,1.06
2024-08-10T08:15:00,0.184,26.1,1.09
2024-08-10T08:30:00,0.012,29.8,1.01
2024-08-10T08:45:00,0.115,27.6,1.06
2024-08-10T09:00:00,0.177,26.3,1.09
2024-08-10T09:15:00,0.186,26.1,1.09
2024-08-10T09:30:00,0.294,23.8,1.15
2024-08-10T09:45:00,0.152,26.8,1.08
2024-08-10T10:00:00,0.494,19.6,1.25
2024-08-10T10:15:00,0.346,22.7,1.17
2024-08-10T10:30:00,0.591,17.6,1.3
2024-08-10T10:45:00,0.41,21.4,1.21
2024-08-10T11:00:00,0.37,22.2,1.19
2024-08-10T11:15:00,0.601,17.4,1.3
2024-08-10T11:30:00,0.523,19.0,1.26
2024-08-10T11:45:00,0.413,21.3,1.21
2024-08-10T12:00:00,0.506,19.4,1.25
2024-08-10T12:15:00,0.49,19.7,1.25
2024-08-10T12:30:00,0.551,18.4,1.28
2024-08-10T12:45:00,0.635,16.7,1.32
2024-08-10T13:00:00,0.622,16.9,1.31
2024-08-10T13:15:00,0.361,22.4,1.18
2024-08-10T13:30:00,0.484,19.8,1.24
2024-08-10T13:45:00,0.471,20.1,1.24
2024-08-10T14:00:00,0.488,19.8,1.24
2024-08-10T14:15:00,0.493,19.6,1.25
2024-08-10T14:30:00,0.657,16.2,1.33
2024-08-10T14:45:00,0.391,21.8,1.2
2024-08-10T15:00:00,0.299,23.7,1.15
2024-08-10T15:15:00,0.236,25.0,1.12
2024-08-10T15:30:00,0.142,27.0,1.07
2024-08-10T15:45:00,0.136,27.1,1.07
2024-08-10T16:00:00,0.372,22.2,1.19
2024-08-10T16:15:00,0.207,25.6,1.1
2024-08-10T16:30:00,0.133,27.2,1.07
2024-08-10T16:45:00,0.231,25.2,1.12
2024-08-10T17:00:00,0.107,27.8,1.05
2024-08-10T17:15:00,0.113,27.6,1.06
2024-08-10T17:30:00,0.279,24.1,1.14
2024-08-10T17:45:00,0.302,23.7,1.15
2024-08-10T18:00:00,0.234,25.1,1.12
2024-08-10T18:15:00,0.04,29.2,1.02
2024-08-10T18:30:00,0.21,25.6,1.1
2024-08-10T18:45:00,0.232,25.1,1.12
2024-08-10T19:00:00,0.68,15.7,1.34
2024-08-10T19:15:00,0.517,19.1,1.26
2024-08-10T19:30:00,0.374,22.1,1.19
2024-08-10T19:45:00,0.453,20.5,1.23
2024-08-10T20:00:00,0.673,15.9,1.34
2024-08-10T20:15:00,0.743,14.4,1.37
2024-08-10T20:30:00,0.502,19.5,1.25
2024-08-10T20:45:00,0.414,21.3,1.21
2024-08-10T21:00:00,0.442,20.7,1.22
2024-08-10T21:15:00,0.625,16.9,1.31
2024-08-10T21:30:00,0.578,17.9,1.29
2024-08-10T21:45:00,0.644,16.5,1.32
2024-08-10T22:00:00,0.673,15.9,1.34
2024-08-10T22:15:00,0.512,19.2,1.26
2024-08-10T22:30:00,0.736,14.5,1.37
2024-08-10T22:45:00,0.715,15.0,1.36
2024-08-10T23:00:00,0.482,19.9,1.24
2024-08-10T23:15:00,0.574,18.0,1.29
2024-08-10T23:30:00,0.616,17.1,1.31
2024-08-10T23:45:00,0.56,18.2,1.28
2024-08-11T00:00:00,0.202,25.8,1.1
2024-08-11T00:15:00,0.259,24.6,1.13
2024-08-11T00:30:00,0.269,24.4,1.13
2024-08-11T00:45:00,0.406,21.5,1.2
2024-08-11T01:00:00,0.126,27.3,1.06
2024-08-11T01:15:00,0.19,26.0,1.09
2024-08-11T01:30:00,0.054,28.9,1.03
2024-08-11T01:45:00,0.269,24.3,1.13
2024-08-11T02:00:00,0.226,25.3,1.11
2024-08-11T02:15:00,0.29,23.9,1.15
2024-08-11T02:30:00,0.297,23.8,1.15
2024-08-11T02:45:00,0.202,25.8,1.1
2024-08-11T03:00:00,0.277,24.2,1.14
2024-08-11T03:15:00,0.242,24.9,1.12
2024-08-11T03:30:00,0.095,28.0,1.05
2024-08-11T03:45:00,0.23,25.2,1.11
2024-08-11T04:00:00,0.051,28.9,1.03
2024-08-11T04:15:00,0.295,23.8,1.15
2024-08-11T04:30:00,0.379,22.0,1.19
2024-08-11T04:45:00,0.058,28.8,1.03
2024-08-11T05:00:00,0.198,25.8,1.1
2024-08-11T05:15:00,0.226,25.2,1.11
2024-08-11T05:30:00,0.273,24.3,1.14
2024-08-11T05:45:00,0.226,25.2,1.11
2024-08-11T06:00:00,0.18,26.2,1.09
2024-08-11T06:15:00,0.31,23.5,1.16
2024-08-11T06:30:00,0.277,24.2,1.14
2024-08-11T06:45:00,0.243,24.9,1.12
2024-08-11T07:00:00,0.24,25.0,1.12
2024-08-11T07:15:00,0.062,28.7,1.03
2024-08-11T07:30:00,0.162,26.6,1.08
2024-08-11T07:45:00,0.093,28.0,1.05
2024-08-11T08:00:00,0.477,20.0,1.24
2024-08-11T08:15:00,0.363,22.4,1.18
2024-08-11T08:30:00,0.363,22.4,1.18
2024-08-11T08:45:00,0.301,23.7,1.15
2024-08-11T09:00:00,0.176,26.3,1.09
2024-08-11T09:15:00,0.0,30.0,1.0
2024-08-11T09:30:00,0.399,21.6,1.2
2024-08-11T09:45:00,0.185,26.1,1.09
2024-08-11T10:00:00,0.68,15.7,1.34
2024-08-11T10:15:00,0.574,17.9,1.29
2024-08-11T10:30:00,0.328,23.1,1.16
2024-08-11T10:45:00,0.506,19.4,1.25
2024-08-11T11:00:00,0.525,19.0,1.26
2024-08-11T11:15:00,0.576,17.9,1.29
2024-08-11T11:30:00,0.621,17.0,1.31
2024-08-11T11:45:00,0.454,20.5,1.23
2024-08-11T12:00:00,0.512,19.2,1.26
2024-08-11T12:15:00,0.445,20.7,1.22
2024-08-11T12:30:00,0.536,18.7,1.27
2024-08-11T12:45:00,0.545,18.5,1.27
2024-08-11T13:00:00,0.419,21.2,1.21
2024-08-11T13:15:00,0.407,21.4,1.2
2024-08-11T13:30:00,0.43,21.0,1.22
2024-08-11T13:45:00,0.53,18.9,1.26
2024-08-11T14:00:00,0.548,18.5,1.27
2024-08-11T14:15:00,0.472,20.1,1.24
2024-08-11T14:30:00,0.471,20.1,1.24
2024-08-11T14:45:00,0.511,19.3,1.26
2024-08-11T15:00:00,0.304,23.6,1.15
2024-08-11T15:15:00,0.138,27.1,1.07
2024-08-11T15:30:00,0.171,26.4,1.09
2024-08-11T15:45:00,0.067,28.6,1.03
2024-08-11T16:00:00,0.361,22.4,1.18
2024-08-11T16:15:00,0.253,24.7,1.13
2024-08-11T16:30:00,0.347,22.7,1.17
2024-08-11T16:45:00,0.219,25.4,1.11
2024-08-11T17:00:00,0.178,26.3,1.09
2024-08-11T17:15:00,0.136,27.1,1.07
2024-08-11T17:30:00,0.125,27.4,1.06
2024-08-11T17:45:00,0.196,25.9,1.1
2024-08-11T18:00:00,0.341,22.8,1.17
2024-08-11T18:15:00,0.138,27.1,1.07
2024-08-11T18:30:00,0.081,28.3,1.04
2024-08-11T18:45:00,0.098,28.0,1.05
2024-08-11T19:00:00,0.562,18.2,1.28
2024-08-11T19:15:00,0.526,19.0,1.26
2024-08-11T19:30:00,0.584,17.7,1.29
2024-08-11T19:45:00,0.604,17.3,1.3
2024-08-11T20:00:00,0.589,17.6,1.29
2024-08-11T20:15:00,0.817,12.8,1.41
2024-08-11T20:30:00,0.606,17.3,1.3
2024-08-11T20:45:00,0.768,13.9,1.38
2024-08-11T21:00:00,0.535,18.8,1.27
2024-08-11T21:15:00,0.69,15.5,1.35
2024-08-11T21:30:00,0.562,18.2,1.28
2024-08-11T21:45:00,0.615,17.1,1.31
2024-08-11T22:00:00,0.512,19.2,1.26
2024-08-11T22:15:00,0.499,19.5,1.25
2024-08-11T22:30:00,0.621,17.0,1.31
2024-08-11T22:45:00,0.622,16.9,1.31
2024-08-11T23:00:00,0.729,14.7,1.36
2024-08-11T23:15:00,0.71,15.1,1.36
2024-08-11T23:30:00,0.619,17.0,1.31
2024-08-11T23:45:00,0.602,17.4,1.3
2024-08-12T00:00:00,0.051,28.9,1.03
2024-08-12T00:15:00,0.034,29.3,1.02
2024-08-12T00:30:00,0.06,28.7,1.03
2024-08-12T00:45:00,0.046,29.0,1.02
2024-08-12T01:00:00,0.163,26.6,1.08
2024-08-12T01:15:00,0.131,27.3,1.07
2024-08-12T01:30:00,0.132,27.2,1.07
2024-08-12T01:45:00,0.106,27.8,1.05
2024-08-12T02:00:00,0.223,25.3,1.11
2024-08-12T02:15:00,0.165,26.5,1.08
2024-08-12T02:30:00,0.214,25.5,1.11
2024-08-12T02:45:00,0.197,25.9,1.1
2024-08-12T03:00:00,0.186,26.1,1.09
2024-08-12T03:15:00,0.136,27.1,1.07
2024-08-12T03:30:00,0.203,25.7,1.1
2024-08-12T03:45:00,0.197,25.9,1.1
2024-08-12T04:00:00,0.0,30.0,1.0
2024-08-12T04:15:00,0.089,28.1,1.04
2024-08-12T04:30:00,0.45,20.5,1.23
2024-08-12T04:45:00,0.211,25.6,1.11
2024-08-12T05:00:00,0.178,26.3,1.09
2024-08-12T05:15:00,0.121,27.5,1.06
2024-08-12T05:30:00,0.072,28.5,1.04
2024-08-12T05:45:00,0.02,29.6,1.01
2024-08-12T06:00:00,0.323,23.2,1.16
2024-08-12T06:15:00,0.283,24.1,1.14
2024-08-12T06:30:00,0.398,21.6,1.2
2024-08-12T06:45:00,0.408,21.4,1.2
2024-08-12T07:00:00,0.689,15.5,1.34
2024-08-12T07:15:00,0.847,12.2,1.42
2024-08-12T07:30:00,0.734,14.6,1.37
2024-08-12T07:45:00,0.721,14.9,1.36
2024-08-12T08:00:00,0.611,17.2,1.31
2024-08-12T08:15:00,0.695,15.4,1.35
2024-08-12T08:30:00,0.813,12.9,1.41
2024-08-12T08:45:00,0.721,14.9,1.36
2024-08-12T09:00:00,0.825,12.7,1.41
2024-08-12T09:15:00,0.576,17.9,1.29
2024-08-12T09:30:00,0.835,12.5,1.42
2024-08-12T09:45:00,0.699,15.3,1.35
2024-08-12T10:00:00,0.521,19.1,1.26
2024-08-12T10:15:00,0.335,23.0,1.17
2024-08-12T10:30:00,0.429,21.0,1.21
2024-08-12T10:45:00,0.353,22.6,1.18
2024-08-12T11:00:00,0.41,21.4,1.21
2024-08-12T11:15:00,0.303,23.6,1.15
2024-08-12T11:30:00,0.455,20.4,1.23
2024-08-12T11:45:00,0.413,21.3,1.21
2024-08-12T12:00:00,0.459,20.4,1.23
2024-08-12T12:15:00,0.241,24.9,1.12
2024-08-12T12:30:00,0.267,24.4,1.13
2024-08-12T12:45:00,0.338,22.9,1.17
2024-08-12T13:00:00,0.351,22.6,1.18
2024-08-12T13:15:00,0.226,25.3,1.11
2024-08-12T13:30:00,0.48,19.9,1.24
2024-08-12T13:45:00,0.304,23.6,1.15
2024-08-12T14:00:00,0.368,22.3,1.18
2024-08-12T14:15:00,0.535,18.8,1.27
2024-08-12T14:30:00,0.523,19.0,1.26
2024-08-12T14:45:00,0.353,22.6,1.18
2024-08-12T15:00:00,0.392,21.8,1.2
2024-08-12T15:15:00,0.424,21.1,1.21
2024-08-12T15:30:00,0.537,18.7,1.27
2024-08-12T15:45:00,0.435,20.9,1.22
2024-08-12T16:00:00,0.796,13.3,1.4
2024-08-12T16:15:00,0.886,11.4,1.44
2024-08-12T16:30:00,0.817,12.8,1.41
2024-08-12T16:45:00,0.828,12.6,1.41
2024-08-12T17:00:00,0.594,17.5,1.3
2024-08-12T17:15:00,0.622,16.9,1.31
2024-08-12T17:30:00,0.594,17.5,1.3
2024-08-12T17:45:00,0.997,9.1,1.5
2024-08-12T18:00:00,0.745,14.3,1.37
2024-08-12T18:15:00,0.777,13.7,1.39
2024-08-12T18:30:00,0.634,16.7,1.32
2024-08-12T18:45:00,0.806,13.1,1.4
2024-08-12T19:00:00,0.797,13.3,1.4
2024-08-12T19:15:00,0.936,10.4,1.47
2024-08-12T19:30:00,0.85,12.1,1.43
2024-08-12T19:45:00,0.753,14.2,1.38
2024-08-12T20:00:00,0.437,20.8,1.22
2024-08-12T20:15:00,0.388,21.8,1.19
2024-08-12T20:30:00,0.535,18.8,1.27
2024-08-12T20:45:00,0.438,20.8,1.22
2024-08-12T21:00:00,0.51,19.3,1.26
2024-08-12T21:15:00,0.44,20.8,1.22
2024-08-12T21:30:00,0.41,21.4,1.2
2024-08-12T21:45:00,0.549,18.5,1.27
2024-08-12T22:00:00,0.17,26.4,1.08
2024-08-12T22:15:00,0.106,27.8,1.05
2024-08-12T22:30:00,0.203,25.7,1.1
2024-08-12T22:45:00,0.003,29.9,1.0
2024-08-12T23:00:00,0.204,25.7,1.1
2024-08-12T23:15:00,0.049,29.0,1.02
2024-08-12T23:30:00,0.118,27.5,1.06
2024-08-12T23:45:00,0.075,28.4,1.04
2024-08-13T00:00:00,0.212,25.6,1.11
2024-08-13T00:15:00,0.132,27.2,1.07
2024-08-13T00:30:00,0.0,30.0,1.0
2024-08-13T00:45:00,0.268,24.4,1.13
2024-08-13T01:00:00,0.023,29.5,1.01
2024-08-13T01:15:00,0.121,27.5,1.06
2024-08-13T01:30:00,0.079,28.3,1.04
2024-08-13T01:45:00,0.058,28.8,1.03
2024-08-13T02:00:00,0.21,25.6,1.11
2024-08-13T02:15:00,0.03,29.4,1.02
2024-08-13T02:30:00,0.12,27.5,1.06
2024-08-13T02:45:00,0.018,29.6,1.01
2024-08-13T03:00:00,0.04,29.2,1.02
2024-08-13T03:15:00,0.0,30.0,1.0
2024-08-13T03:30:00,0.388,21.9,1.19
2024-08-13T03:45:00,0.067,28.6,1.03
2024-08-13T04:00:00,0.037,29.2,1.02
2024-08-13T04:15:00,0.133,27.2,1.07
2024-08-13T04:30:00,0.27,24.3,1.13
2024-08-13T04:45:00,0.054,28.9,1.03
2024-08-13T05:00:00,0.114,27.6,1.06
2024-08-13T05:15:00,0.1,27.9,1.05
2024-08-13T05:30:00,0.182,26.2,1.09
2024-08-13T05:45:00,0.087,28.2,1.04
2024-08-13T06:00:00,0.429,21.0,1.21
2024-08-13T06:15:00,0.323,23.2,1.16
2024-08-13T06:30:00,0.342,22.8,1.17
2024-08-13T06:45:00,0.567,18.1,1.28
2024-08-13T07:00:00,0.736,14.5,1.37
2024-08-13T07:15:00,0.691,15.5,1.35
2024-08-13T07:30:00,0.676,15.8,1.34
2024-08-13T07:45:00,0.503,19.4,1.25
2024-08-13T08:00:00,0.701,15.3,1.35
2024-08-13T08:15:00,0.614,17.1,1.31
2024-08-13T08:30:00,0.721,14.9,1.36
2024-08-13T08:45:00,0.694,15.4,1.35
2024-08-13T09:00:00,0.703,15.2,1.35
2024-08-13T09:15:00,0.764,14.0,1.38
2024-08-13T09:30:00,0.559,18.3,1.28
2024-08-13T09:45:00,0.793,13.3,1.4
2024-08-13T10:00:00,0.544,18.6,1.27
2024-08-13T10:15:00,0.34,22.9,1.17
2024-08-13T10:30:00,0.348,22.7,1.17
2024-08-13T10:45:00,0.345,22.8,1.17
2024-08-13T11:00:00,0.35,22.7,1.17
2024-08-13T11:15:00,0.382,22.0,1.19
2024-08-13T11:30:00,0.411,21.4,1.21
2024-08-13T11:45:00,0.376,22.1,1.19
2024-08-13T12:00:00,0.298,23.8,1.15
2024-08-13T12:15:00,0.296,23.8,1.15
2024-08-13T12:30:00,0.257,24.6,1.13
2024-08-13T12:45:00,0.427,21.0,1.21
2024-08-13T13:00:00,0.362,22.4,1.18
2024-08-13T13:15:00,0.317,23.4,1.16
2024-08-13T13:30:00,0.721,14.9,1.36
2024-08-13T13:45:00,0.305,23.6,1.15
2024-08-13T14:00:00,0.32,23.3,1.16
2024-08-13T14:15:00,0.339,22.9,1.17
2024-08-13T14:30:00,0.295,23.8,1.15
2024-08-13T14:45:00,0.296,23.8,1.15
2024-08-13T15:00:00,0.309,23.5,1.15
2024-08-13T15:15:00,0.408,21.4,1.2
2024-08-13T15:30:00,0.441,20.7,1.22
2024-08-13T15:45:00,0.416,21.3,1.21
2024-08-13T16:00:00,0.949,10.1,1.47
2024-08-13T16:15:00,0.766,13.9,1.38
2024-08-13T16:30:00,0.757,14.1,1.38
2024-08-13T16:45:00,0.797,13.3,1.4
2024-08-13T17:00:00,0.952,10.0,1.48
2024-08-13T17:15:00,0.786,13.5,1.39
2024-08-13T17:30:00,0.657,16.2,1.33
2024-08-13T17:45:00,0.863,11.9,1.43
2024-08-13T18:00:00,0.662,16.1,1.33
2024-08-13T18:15:00,0.906,11.0,1.45
2024-08-13T18:30:00,0.931,10.4,1.47
2024-08-13T18:45:00,0.77,13.8,1.39
2024-08-13T19:00:00,0.502,19.4,1.25
2024-08-13T19:15:00,0.683,15.7,1.34
2024-08-13T19:30:00,0.835,12.5,1.42
2024-08-13T19:45:00,0.989,9.2,1.49
2024-08-13T20:00:00,0.179,26.3,1.09
2024-08-13T20:15:00,0.277,24.2,1.14
2024-08-13T20:30:00,0.435,20.9,1.22
2024-08-13T20:45:00,0.482,19.9,1.24
2024-08-13T21:00:00,0.529,18.9,1.26
2024-08-13T21:15:00,0.241,24.9,1.12
2024-08-13T21:30:00,0.407,21.5,1.2
2024-08-13T21:45:00,0.398,21.6,1.2
2024-08-13T22:00:00,0.174,26.3,1.09
2024-08-13T22:15:00,0.245,24.9,1.12
2024-08-13T22:30:00,0.073,28.5,1.04
2024-08-13T22:45:00,0.143,27.0,1.07
2024-08-13T23:00:00,0.276,24.2,1.14
2024-08-13T23:15:00,0.069,28.5,1.03
2024-08-13T23:30:00,0.179,26.3,1.09
2024-08-13T23:45:00,0.059,28.8,1.03
2024-08-14T00:00:00,0.329,23.1,1.16
2024-08-14T00:15:00,0.254,24.7,1.13
2024-08-14T00:30:00,0.17,26.4,1.08
2024-08-14T00:45:00,0.003,29.9,1.0
2024-08-14T01:00:00,0.048,29.0,1.02
2024-08-14T01:15:00,0.0,30.0,1.0
2024-08-14T01:30:00,0.145,27.0,1.07
2024-08-14T01:45:00,0.131,27.3,1.07
2024-08-14T02:00:00,0.002,30.0,1.0
2024-08-14T02:15:00,0.169,26.4,1.08
2024-08-14T02:30:00,0.071,28.5,1.04
2024-08-14T02:45:00,0.14,27.1,1.07
2024-08-14T03:00:00,0.139,27.1,1.07
2024-08-14T03:15:00,0.053,28.9,1.03
2024-08-14T03:30:00,0.137,27.1,1.07
2024-08-14T03:45:00,0.291,23.9,1.15
2024-08-14T04:00:00,0.219,25.4,1.11
2024-08-14T04:15:00,0.0,30.0,1.0
2024-08-14T04:30:00,0.082,28.3,1.04
2024-08-14T04:45:00,0.201,25.8,1.1
2024-08-14T05:00:00,0.105,27.8,1.05
2024-08-14T05:15:00,0.12,27.5,1.06
2024-08-14T05:30:00,0.0,30.0,1.0
2024-08-14T05:45:00,0.049,29.0,1.02
2024-08-14T06:00:00,0.316,23.4,1.16
2024-08-14T06:15:00,0.374,22.2,1.19
2024-08-14T06:30:00,0.255,24.6,1.13
2024-08-14T06:45:00,0.403,21.5,1.2
2024-08-14T07:00:00,0.69,15.5,1.35
2024-08-14T07:15:00,0.626,16.9,1.31
2024-08-14T07:30:00,0.781,13.6,1.39
2024-08-14T07:45:00,0.821,12.8,1.41
2024-08-14T08:00:00,0.818,12.8,1.41
2024-08-14T08:15:00,0.866,11.8,1.43
2024-08-14T08:30:00,0.577,17.9,1.29
2024-08-14T08:45:00,0.557,18.3,1.28
2024-08-14T09:00:00,0.769,13.9,1.38
2024-08-14T09:15:00,0.799,13.2,1.4
2024-08-14T09:30:00,0.501,19.5,1.25
2024-08-14T09:45:00,0.684,15.6,1.34
2024-08-14T10:00:00,0.52,19.1,1.26
2024-08-14T10:15:00,0.377,22.1,1.19
2024-08-14T10:30:00,0.352,22.6,1.18
2024-08-14T10:45:00,0.393,21.7,1.2
2024-08-14T11:00:00,0.421,21.2,1.21
2024-08-14T11:15:00,0.417,21.2,1.21
2024-08-14T11:30:00,0.425,21.1,1.21
2024-08-14T11:45:00,0.343,22.8,1.17
2024-08-14T12:00:00,0.502,19.5,1.25
2024-08-14T12:15:00,0.376,22.1,1.19
2024-08-14T12:30:00,0.288,24.0,1.14
2024-08-14T12:45:00,0.486,19.8,1.24
2024-08-14T13:00:00,0.381,22.0,1.19
2024-08-14T13:15:00,0.428,21.0,1.21
2024-08-14T13:30:00,0.319,23.3,1.16
2024-08-14T13:45:00,0.423,21.1,1.21
2024-08-14T14:00:00,0.14,27.1,1.07
2024-08-14T14:15:00,0.446,20.6,1.22
2024-08-14T14:30:00,0.345,22.8,1.17
2024-08-14T14:45:00,0.523,19.0,1.26
2024-08-14T15:00:00,0.523,19.0,1.26
2024-08-14T15:15:00,0.335,23.0,1.17
2024-08-14T15:30:00,0.38,22.0,1.19
2024-08-14T15:45:00,0.448,20.6,1.22
2024-08-14T16:00:00,0.791,13.4,1.4
2024-08-14T16:15:00,0.791,13.4,1.4
2024-08-14T16:30:00,0.912,10.8,1.46
2024-08-14T16:45:00,0.807,13.1,1.4
2024-08-14T17:00:00,0.929,10.5,1.46
2024-08-14T17:15:00,0.831,12.5,1.42
2024-08-14T17:30:00,0.651,16.3,1.33
2024-08-14T17:45:00,0.74,14.5,1.37
2024-08-14T18:00:00,0.875,11.6,1.44
2024-08-14T18:15:00,0.708,15.1,1.35
2024-08-14T18:30:00,0.789,13.4,1.39
2024-08-14T18:45:00,0.819,12.8,1.41
2024-08-14T19:00:00,0.635,16.7,1.32
2024-08-14T19:15:00,0.869,11.8,1.43
2024-08-14T19:30:00,0.905,11.0,1.45
2024-08-14T19:45:00,0.858,12.0,1.43
2024-08-14T20:00:00,0.43,21.0,1.22
2024-08-14T20:15:00,0.317,23.3,1.16
2024-08-14T20:30:00,0.353,22.6,1.18
2024-08-14T20:45:00,0.448,20.6,1.22
2024-08-14T21:00:00,0.371,22.2,1.19
2024-08-14T21:15:00,0.252,24.7,1.13
2024-08-14T21:30:00,0.477,20.0,1.24
2024-08-14T21:45:00,0.226,25.3,1.11
2024-08-14T22:00:00,0.033,29.3,1.02
2024-08-14T22:15:00,0.0,30.0,1.0
2024-08-14T22:30:00,0.133,27.2,1.07
2024-08-14T22:45:00,0.073,28.5,1.04
2024-08-14T23:00:00,0.207,25.6,1.1
2024-08-14T23:15:00,0.11,27.7,1.06
2024-08-14T23:30:00,0.187,26.1,1.09
2024-08-14T23:45:00,0.162,26.6,1.08
2024-08-15T00:00:00,0.111,27.7,1.06
2024-08-15T00:15:00,0.019,29.6,1.01
2024-08-15T00:30:00,0.0,30.0,1.0
2024-08-15T00:45:00,0.0,30.0,1.0
2024-08-15T01:00:00,0.086,28.2,1.04
2024-08-15T01:15:00,0.195,25.9,1.1
2024-08-15T01:30:00,0.044,29.1,1.02
2024-08-15T01:45:00,0.0,30.0,1.0
2024-08-15T02:00:00,0.0,30.0,1.0
2024-08-15T02:15:00,0.142,27.0,1.07
2024-08-15T02:30:00,0.0,30.0,1.0
2024-08-15T02:45:00,0.019,29.6,1.01
2024-08-15T03:00:00,0.105,27.8,1.05
2024-08-15T03:15:00,0.065,28.6,1.03
2024-08-15T03:30:00,0.248,24.8,1.12
2024-08-15T03:45:00,0.076,28.4,1.04
2024-08-15T04:00:00,0.0,30.0,1.0
2024-08-15T04:15:00,0.126,27.3,1.06
2024-08-15T04:30:00,0.0,30.0,1.0
2024-08-15T04:45:00,0.086,28.2,1.04
2024-08-15T05:00:00,0.041,29.1,1.02
2024-08-15T05:15:00,0.0,30.0,1.0
2024-08-15T05:30:00,0.0,30.0,1.0
2024-08-15T05:45:00,0.082,28.3,1.04
2024-08-15T06:00:00,0.404,21.5,1.2
2024-08-15T06:15:00,0.222,25.3,1.11
2024-08-15T06:30:00,0.443,20.7,1.22
2024-08-15T06:45:00,0.329,23.1,1.16
2024-08-15T07:00:00,0.693,15.5,1.35
2024-08-15T07:15:00,0.638,16.6,1.32
2024-08-15T07:30:00,0.776,13.7,1.39
2024-08-15T07:45:00,0.519,19.1,1.26
2024-08-15T08:00:00,0.669,15.9,1.33
2024-08-15T08:15:00,0.578,17.9,1.29
2024-08-15T08:30:00,0.594,17.5,1.3
2024-08-15T08:45:00,0.56,18.2,1.28
2024-08-15T09:00:00,0.697,15.4,1.35
2024-08-15T09:15:00,0.668,16.0,1.33
2024-08-15T09:30:00,0.709,15.1,1.35
2024-08-15T09:45:00,0.719,14.9,1.36
2024-08-15T10:00:00,0.248,24.8,1.12
2024-08-15T10:15:00,0.37,22.2,1.19
2024-08-15T10:30:00,0.28,24.1,1.14
2024-08-15T10:45:00,0.334,23.0,1.17
2024-08-15T11:00:00,0.586,17.7,1.29
2024-08-15T11:15:00,0.508,19.3,1.25
2024-08-15T11:30:00,0.223,25.3,1.11
2024-08-15T11:45:00,0.347,22.7,1.17
2024-08-15T12:00:00,0.512,19.2,1.26
2024-08-15T12:15:00,0.331,23.1,1.17
2024-08-15T12:30:00,0.436,20.8,1.22
2024-08-15T12:45:00,0.306,23.6,1.15
2024-08-15T13:00:00,0.43,21.0,1.21
2024-08-15T13:15:00,0.414,21.3,1.21
2024-08-15T13:30:00,0.406,21.5,1.2
2024-08-15T13:45:00,0.483,19.9,1.24
2024-08-15T14:00:00,0.413,21.3,1.21
2024-08-15T14:15:00,0.309,23.5,1.15
2024-08-15T14:30:00,0.505,19.4,1.25
2024-08-15T14:45:00,0.505,19.4,1.25
2024-08-15T15:00:00,0.447,20.6,1.22
2024-08-15T15:15:00,0.412,21.3,1.21
2024-08-15T15:30:00,0.418,21.2,1.21
2024-08-15T15:45:00,0.453,20.5,1.23
2024-08-15T16:00:00,0.898,11.1,1.45
2024-08-15T16:15:00,0.779,13.6,1.39
2024-08-15T16:30:00,0.788,13.5,1.39
2024-08-15T16:45:00,0.849,12.2,1.42
2024-08-15T17:00:00,0.834,12.5,1.42
2024-08-15T17:15:00,0.606,17.3,1.3
2024-08-15T17:30:00,0.88,11.5,1.44
2024-08-15T17:45:00,0.743,14.4,1.37
2024-08-15T18:00:00,0.761,14.0,1.38
2024-08-15T18:15:00,0.851,12.1,1.43
2024-08-15T18:30:00,0.614,17.1,1.31
2024-08-15T18:45:00,0.678,15.8,1.34
2024-08-15T19:00:00,0.754,14.2,1.38
2024-08-15T19:15:00,0.806,13.1,1.4
2024-08-15T19:30:00,0.796,13.3,1.4
2024-08-15T19:45:00,0.732,14.6,1.37
2024-08-15T20:00:00,0.478,20.0,1.24
2024-08-15T20:15:00,0.429,21.0,1.21
2024-08-15T20:30:00,0.416,21.3,1.21
2024-08-15T20:45:00,0.355,22.5,1.18
2024-08-15T21:00:00,0.416,21.3,1.21
2024-08-15T21:15:00,0.345,22.8,1.17
2024-08-15T21:30:00,0.413,21.3,1.21
2024-08-15T21:45:00,0.188,26.1,1.09
2024-08-15T22:00:00,0.268,24.4,1.13
2024-08-15T22:15:00,0.022,29.5,1.01
2024-08-15T22:30:00,0.334,23.0,1.17
2024-08-15T22:45:00,0.121,27.4,1.06
2024-08-15T23:00:00,0.097,28.0,1.05
2024-08-15T23:15:00,0.194,25.9,1.1
2024-08-15T23:30:00,0.044,29.1,1.02
2024-08-15T23:45:00,0.246,24.8,1.12
2024-08-16T00:00:00,0.1,27.9,1.05
2024-08-16T00:15:00,0.044,29.1,1.02
2024-08-16T00:30:00,0.085,28.2,1.04
2024-08-16T00:45:00,0.063,28.7,1.03
2024-08-16T01:00:00,0.077,28.4,1.04
2024-08-16T01:15:00,0.144,27.0,1.07
